code,oem,name,brand,model,generation,manufacturer,qty,dealer_price,currency
000010,84927FJ010,ტუმანიკის სამაგრი (RH),Subaru,XV,XV 12-15,Suo Lun,0,40.0,GEL
000011,84927FJ020,ტუმანიკის სამაგრი (LH),Subaru,XV,XV 12-15,Suo Lun,0,50.0,GEL
000012,84001FJ080,წინა ფარი (LH),Subaru,XV,XV 12-17,Suo Lun,0,200.0,GEL
000013,84001FJ090,წინა ფარი (RH),Subaru,XV,XV 12-17,Suo Lun,0,200.0,GEL
000014,84001FJ090BK,წინა ფარი (LH) შავი,Subaru,XV,XV 12-17,Suo Lun,0,250.0,GEL
000015,,წინა ფარი (RH) შავი,Subaru,XV,XV 12-17,Suo Lun,1,250.0,GEL
000016,57704FJ040,უკანა ბამპერი,Subaru,XV,XV 12-17,Suo Lun,0,270.0,GEL
000017,91122FJ020,ცხაურა (სტანდარტული),Subaru,XV,XV 12-17,Suo Lun,0,320.0,GEL
000018,84913FG420,სანისლე უკანა სტოპი,Subaru,XV,XV 12-17,Suo Lun,0,70.0,GEL
000019,J1010FJ010V2,ცხაურა (შავი),Subaru,XV,XV 12-17,Suo Lun,0,450.0,GEL
000020,J1010FJ010I6,ცხაურა (სტაფილოსფერი),Subaru,XV,XV 12-17,Suo Lun,0,450.0,GEL
000021,J1010FJ010E1,ცხაურა (ლურჯი),Subaru,XV,XV 12-17,Suo Lun,0,450.0,GEL
000022,J1010FJ010WU,ცხაურა (თეთრი),Subaru,XV,XV 12-17,Suo Lun,0,450.0,GEL
000023,91059AJ200,სარკის ზედა ხუფი (RH) პავაროდნიკიანი,Subaru,XV,XV 12-17,Suo Lun,48,40.0,GEL
000024,91059AJ210,სარკის ზედა ხუფი (LH) პავაროდნიკიანი,Subaru,XV,XV 12-17,Suo Lun,29,40.0,GEL
000025,91054AJ220,სარკის ქვედა ხუფი (RH),Subaru,Forester,Forester 12-18,Suo Lun,31,35.0,GEL
000026,91054AJ230,სარკის ქვედა ხუფი (LH),Subaru,Forester,Forester 12-18,Suo Lun,43,35.0,GEL
000027,57707FJ000,წინა ფარის სალასკა (RH),Subaru,XV,XV 12-17,Suo Lun,12,20.0,GEL
000028,57707FJ010,წინა ფარის სალასკა (LH),Subaru,XV,XV 12-17,Suo Lun,0,20.0,GEL
000029,57707FJ140,წინა კრილოს სალასკა (RH),Subaru,XV,XV 12-17,Suo Lun,16,10.0,GEL
000030,57707FJ150,წინა კრილოს სალასკა (LH),Subaru,XV,XV 12-17,Suo Lun,11,10.0,GEL
000031,86631FJ140,წყლის ავზი,Subaru,XV,XV 12-17,Suo Lun,0,90.0,GEL
000032,59110FJ040,პადკრილნიკი (RH),Subaru,XV,XV 12-17,Suo Lun,0,35.0,GEL
000033,59110FJ050,პადკრილნიკი (LH),Subaru,XV,XV 12-17,Suo Lun,3,35.0,GEL
000034,J101CFJ250,ბრიზგავიკი  ( ზბორი ),Subaru,XV,XV 12-17,Suo Lun,0,60.0,GEL
000035,57120FJ060,წინა კრილო (LH),Subaru,XV,XV 12-17,Suo Lun,0,100.0,GEL
000036,57120FJ050,წინა კრილო (RH),Subaru,XV,XV 12-17,Suo Lun,0,100.0,GEL
000037,84912FJ040,უკანა სტოპი (RH),Subaru,XV,XV 12-17,Suo Lun,1,140.0,GEL
000038,84912FJ050,უკანა სტოპი (LH),Subaru,XV,XV 12-17,Suo Lun,0,140.0,GEL
000039,91112FJ100,წინა კრილოს მოლდინგი (RH),Subaru,XV,XV 12-17,Suo Lun,25,100.0,GEL
000040,91112FJ110,წინა კრილოს მოლდინგი (LH),Subaru,XV,XV 12-17,Suo Lun,31,100.0,GEL
000041,91112FJ120,უკანა კრილოს მოლდინგი (RH),Subaru,XV,XV 12-17,Suo Lun,22,110.0,GEL
000042,91112FJ130,უკანა კრილოს მოლდინგი (LH),Subaru,XV,XV 12-17,Suo Lun,12,110.0,GEL
000043,57731FG010,უკანა საბუქსირე ხუფი,Subaru,XV,XV 12-17,Suo Lun,129,10.0,GEL
000044,56410AG231,ძრავის დამცავი,Subaru,XV,XV 12-17,Suo Lun,19,75.0,GEL
000045,53029FJ000,ეკრანი,Subaru,XV,XV 12-17,Suo Lun,16,100.0,GEL
000046,57711FJ050,წინა ბალკა,Subaru,XV,XV 12-17,Suo Lun,18,100.0,GEL
000047,42048-16,წყლის რადიატორი,Subaru,XV,XV 12-17,Suo Lun,0,250.0,GEL
000048,57229FJ0009P,კაპოტი,Subaru,XV,XV 12-17,Gordon,0,380.0,GEL
000049,57120FJ0619P,წინა კრილო (LH),Subaru,XV,XV 12-17,Gordon,0,160.0,GEL
000050,57120FJ0509P,წინა კრილო (RH),Subaru,XV,XV 12-17,Gordon,0,160.0,GEL
000051,57707FJ160,უკანა კრილოს სალასკა (RH),Subaru,XV,XV 12-17,Suo Lun,0,15.0,GEL
000052,57707FJ170,უკანა კრილოს სალასკა (LH),Subaru,XV,XV 12-17,Suo Lun,0,15.0,GEL
000053,42049,წყლის რადიატორი,Subaru,Forester,Forester 12-18,Suo Lun,798,100.0,GEL
000054,42007,კონდინციონერის რადიატორი,Subaru,Forester,Forester 12-18,Suo Lun,266,100.0,GEL
000055,86631FJ400,წყლის ავზი,Subaru,XV,XV 12-17,Suo Lun,0,100.0,GEL
000056,57704FJ070,წინა ბამპერი,Subaru,XV,XV 16-17,Suo Lun,0,340.0,GEL
000057,91122FJ090,ცხაურა (რესტაილინგი),Subaru,XV,XV 16-17,Suo Lun,2,90.0,GEL
000058,57731FJ420,სანისლე ბუდე (RH),Subaru,XV,XV 16-17,Suo Lun,0,75.0,GEL
000059,57731FJ430,სანისლე ბუდე (LH),Subaru,XV,XV 16-17,Suo Lun,0,75.0,GEL
000060,57731FJ460,წინა საბუქსირე ხუფი,Subaru,XV,XV 16-17,Suo Lun,307,10.0,GEL
000061,57704FL010,წინა ბამპერი,Subaru,Crosstrek,Crosstrek 18-,Suo Lun,0,370.0,GEL
000062,57704FL250,უკანა ბამპერი,Subaru,Crosstrek,Crosstrek 18-,Suo Lun,0,380.0,GEL
000063,91122FL100,ცხაურა (სტანდარტული),Subaru,Crosstrek,Crosstrek 18-,Suo Lun,4,95.0,GEL
000064,57731FL130,საბუქსირე ხუფი წინა,Subaru,Crosstrek,Crosstrek 18-,Suo Lun,143,10.0,GEL
000065,57707FL000,წინა ფარის სალასკა (RH),Subaru,Crosstrek,Crosstrek 18-,Suo Lun,0,30.0,GEL
000066,57707FL010,წინა ფარის სალასკა (LH),Subaru,Crosstrek,Crosstrek 18-,Suo Lun,0,30.0,GEL
000067,57707FL040,წინა კრილოს სალასკა (RH),Subaru,Crosstrek,Crosstrek 18-,Suo Lun,0,15.0,GEL
000068,57707FL050,წინა კრილოს სალასკა (LH),Subaru,Crosstrek,Crosstrek 18-,Suo Lun,0,15.0,GEL
000069,,ცხაურა (კარბონი),Subaru,Crosstrek,Crosstrek 18-,Suo Lun,0,550.0,GEL
000070,,ცხაურა (შავი),Subaru,Crosstrek,Crosstrek 18-,Suo Lun,0,480.0,GEL
000071,57731FL110,წინა ბამპერის ქვედა ბადე,Subaru,Crosstrek,Crosstrek 18-,Suo Lun,32,40.0,GEL
000072,57731FL081CS,სანისლე ბუდე კარბონი (RH),Subaru,Crosstrek,Crosstrek 18-,Suo Lun,0,80.0,GEL
000073,57731FL091CS,სანისლე ბუდე კარბონი (LH),Subaru,Crosstrek,Crosstrek 18-,Suo Lun,0,80.0,GEL
000074,57731FL570,უკანა საბუქსირე ხუფი,Subaru,Crosstrek,Crosstrek 18-,Suo Lun,32,10.0,GEL
000075,57707FL460,უკანა ფარის სალასკა (RH),Subaru,Crosstrek,Crosstrek 18-,Suo Lun,0,25.0,GEL
000076,57707FL470,უკანა ფარის სალასკა (LH),Subaru,Crosstrek,Crosstrek 18-,Suo Lun,0,25.0,GEL
000077,57707FL400,უკანა კრილოს სალასკა (RH),Subaru,Crosstrek,Crosstrek 18-,Suo Lun,0,25.0,GEL
000078,57707FL410,უკანა კრილოს სალასკა (LH),Subaru,Crosstrek,Crosstrek 18-,Suo Lun,0,25.0,GEL
000079,59110FL040,პადკრილნიკი (RH),Subaru,Crosstrek,Crosstrek 18-,Suo Lun,24,55.0,GEL
000080,59110FL050,პადკრილნიკი (LH),Subaru,Crosstrek,Crosstrek 18-,Suo Lun,17,50.0,GEL
000081,57229FL0109PPFM,კაპოტი,Subaru,Crosstrek,Crosstrek 18-,Gordon,0,750.0,GEL
000082,57120FL0709P,წინა კრილო (LH),Subaru,Crosstrek,Crosstrek 18-,Gordon,0,310.0,GEL
000083,57120FL0609P,წინა კრილო (RH),Subaru,Crosstrek,Crosstrek 18-,Gordon,0,250.0,GEL
000084,,ცხაურა (კარობნი),Subaru,Crosstrek,Crosstrek 18-,Suo Lun,0,450.0,GEL
000085,91112FL140,უკანა კრილოს მოლდინგი (RH),Subaru,Crosstrek,Crosstrek 18-,Suo Lun,35,95.0,GEL
000086,91112FL150,უკანა კრილოს მოლდინგი (LH),Subaru,Crosstrek,Crosstrek 18-,Suo Lun,28,95.0,GEL
000087,46052FL000,ჰაერის ფილტრის წინა ხუფი,Subaru,Crosstrek,Crosstrek 18-,Suo Lun,29,45.0,GEL
000088,46052FL010,ჰაერის ფილტრის უკანა ხუფი,Subaru,Crosstrek,Crosstrek 18-,Suo Lun,0,50.0,GEL
000089,91123FL130,ცხაურა (ხრომი),Subaru,Crosstrek,Crosstrek 18-,Suo Lun,0,500.0,GEL
000090,91112FL120,წინა კრილოს მოლდინგი (RH),Subaru,Crosstrek,Crosstrek 18-,Suo Lun,0,100.0,GEL
000091,91112FL130,წინა კრილოს მოლდინგი (LH),Subaru,Crosstrek,Crosstrek 18-,Suo Lun,0,100.0,GEL
000092,57731FL051,სანისლე ბუდე (RH),Subaru,Crosstrek,Crosstrek 18-,Suo Lun,0,100.0,GEL
000093,,სანისლე ბუდე (LH),Subaru,Crosstrek,Crosstrek 18-,Suo Lun,0,100.0,GEL
000094,45121FL000,ვინტილატორის ზბორი,Subaru,Crosstrek,Crosstrek 18-,Suo Lun,0,130.0,GEL
000095,57229SG0009PPFM,კაპოტი,Subaru,Forester,Forester 12-18,Gordon,0,470.0,GEL
000096,,წინა კრილო (LH),Subaru,Forester,Forester 12-18,Gordon,0,130.0,GEL
000097,,წინა კრილო (RH),Subaru,Forester,Forester 12-18,Gordon,0,130.0,GEL
000098,84001SG081,წინა ფარი (RH),Subaru,Forester,Forester 12-15,Suo Lun,0,220.0,GEL
000099,84001SG091,წინა ფარი (LH),Subaru,Forester,Forester 12-15,Suo Lun,0,220.0,GEL
000100,SBA1005BR,წინა ფარი (RH) შავი,Subaru,Forester,Forester 12-15,Suo Lun,0,400.0,GEL
000101,SBA1005BL,წინა ფარი (LH) შავი,Subaru,Forester,Forester 12-15,Suo Lun,0,400.0,GEL
000102,84001SG101,წინა ფარი (RH)  სმოუქი,Subaru,Forester,Forester 12-15,Suo Lun,0,250.0,GEL
000103,84001SG111,წინა ფარი (LH)  სმოუქი,Subaru,Forester,Forester 12-15,Suo Lun,0,250.0,GEL
000104,57704SG021,წინა ბამპერი (ტურბინიანი),Subaru,Forester,Forester 12-15,Suo Lun,0,175.0,GEL
000105,57704SG001,წინა ბამპერი,Subaru,Forester,Forester 12-15,Suo Lun,0,150.0,GEL
000106,57704SG010,უკანა ბამპერი,Subaru,Forester,Forester 12-18,Suo Lun,0,175.0,GEL
000107,91121SG010,ზედა ცხაურა,Subaru,Forester,Forester 12-15,Suo Lun,7,45.0,GEL
000108,91121SG050,შუა ცხაურა,Subaru,Forester,Forester 12-15,Suo Lun,34,55.0,GEL
000109,91121SG040,ქვედა ცხაურა,Subaru,Forester,Forester 12-15,Suo Lun,21,80.0,GEL
000110,,ცხაურა შავი,Subaru,Forester,Forester 12-15,Suo Lun,0,300.0,GEL
000111,91165SG000,ცხაურის სამაგრი პლასმასი,Subaru,Forester,Forester 12-18,Suo Lun,4,25.0,GEL
000112,57731SG080,ნიკელიანი ბუდე (RH)  Sport,Subaru,Forester,Forester 12-15,Suo Lun,90,25.0,GEL
000113,57731SG090,ნიკელიანი ბუდე (LH)  Sport,Subaru,Forester,Forester 12-15,Suo Lun,86,25.0,GEL
000114,57731SG020,სანისლე ბუდე (RH),Subaru,Forester,Forester 12-15,Suo Lun,0,25.0,GEL
000115,57731SG030,სანისლე ბუდე (LH),Subaru,Forester,Forester 12-15,Suo Lun,0,25.0,GEL
000116,91059FJ000,სარკის ზედა ხუფი (RH),Subaru,Forester,Forester 12-15,Suo Lun,87,40.0,GEL
000117,91059FJ010,სარკის ზედა ხუფი (LH),Subaru,Forester,Forester 12-15,Suo Lun,86,40.0,GEL
000118,57731SG120,წინა ბამპერის წარბი (RH) Sport,Subaru,Forester,Forester 12-15,Suo Lun,0,10.0,GEL
000119,57731SG130,წინა ბამპერის წარბი (LH) Sport,Subaru,Forester,Forester 12-18,Suo Lun,0,10.0,GEL
000120,57731SG070,საბუქსირე ხუფი წინა Sport,Subaru,Forester,Forester 12-15,Suo Lun,27,10.0,GEL
000121,57731SG000,საბუქსირე ხუფი წინა,Subaru,Forester,Forester 12-15,Suo Lun,0,10.0,GEL
000122,57731SG010,საბუქსირე ხუფი უკანა,Subaru,Forester,Forester 12-18,Suo Lun,88,10.0,GEL
000123,57707SG000,წინა ფარის სალასკა (RH),Subaru,Forester,Forester 12-18,Suo Lun,0,25.0,GEL
000124,57707SG010,წინა ფარის სალასკა (LH),Subaru,Forester,Forester 12-18,Suo Lun,0,25.0,GEL
000125,86631SG020,წყლის ავზი,Subaru,Forester,Forester 12-18,Suo Lun,0,55.0,GEL
000126,86611SG010,წყლის ავზის მატორჩიკი წინა,Subaru,Forester,Forester 12-18,Suo Lun,12,15.0,GEL
000127,86611SG000,წყლის ავზის მატორჩიკი უკანა,Subaru,Forester,Forester 12-18,Suo Lun,11,15.0,GEL
000128,59110SG020,პადკრილნიკი (RH),Subaru,Forester,Forester 12-18,Suo Lun,0,50.0,GEL
000129,59110SG030,პადკრილნიკი (LH),Subaru,Forester,Forester 12-18,Suo Lun,0,50.0,GEL
000130,91112SG180,ბრიზგავიკი (RH),Subaru,Forester,Forester 12-18,Suo Lun,0,20.0,GEL
000131,91112SG190,ბრიზგავიკი (LH),Subaru,Forester,Forester 12-18,Suo Lun,0,20.0,GEL
000132,46012SG000,ჰაერის შემკრები,Subaru,Forester,Forester 12-18,Suo Lun,0,40.0,GEL
000133,57120SG0209P1,წინა კრილო (RH),Subaru,Forester,Forester 12-18,Suo Lun,0,130.0,GEL
000134,57120SG0309P1,წინა კრილო (LH),Subaru,Forester,Forester 12-18,Suo Lun,0,130.0,GEL
000135,57711SG0009P,წინა ბალკა,Subaru,Forester,Forester 12-18,Suo Lun,0,100.0,GEL
000136,53029SG000,ეკრანი,Subaru,Forester,Forester 12-18,Suo Lun,10,120.0,GEL
000137,57731SG060,უკანა ბამპერის ზაგლუშკა,Subaru,Forester,Forester 12-15,Suo Lun,75,20.0,GEL
000138,57707SG030,წინა კრილოს სალასკა (RH),Subaru,Forester,Forester 12-18,Suo Lun,0,10.0,GEL
000139,57707SG020,წინა კრილოს სალასკა (LH),Subaru,Forester,Forester 12-18,Suo Lun,0,10.0,GEL
000140,57707SG080,უკანა კრილოს სალასკა (RH),Subaru,Forester,Forester 12-18,Suo Lun,0,25.0,GEL
000141,57707SG090,უკანა კრილოს სალასკა (LH),Subaru,Forester,Forester 12-18,Suo Lun,0,25.0,GEL
000142,56410SG000,ძრავის დამცავი პლასმასი,Subaru,Forester,Forester 12-18,Suo Lun,0,70.0,GEL
000143,91121SG280,ქვედა ცხაურა,Subaru,Forester,Forester 16-18,Suo Lun,0,70.0,GEL
000144,57704SG030,წინა ბამპერი,Subaru,Forester,Forester 16-18,Suo Lun,0,175.0,GEL
000145,91121SG210,ზედა ცხაურა,Subaru,Forester,Forester 16-18,Suo Lun,0,45.0,GEL
000146,91121SG240,შუა ცხაურა,Subaru,Forester,Forester 16-18,Suo Lun,0,50.0,GEL
000147,57708SG000,წინა ბამპერის ნიკელი (RH),Subaru,Forester,Forester 16-18,Suo Lun,11,25.0,GEL
000148,57708SG010,წინა ბამპერის ნიკელი (LH),Subaru,Forester,Forester 16-18,Suo Lun,4,25.0,GEL
000149,84927SG020,სანისლე ბუდის შიდა სამაგრი (RH),Subaru,Forester,Forester 16-18,Suo Lun,14,15.0,GEL
000150,84927SG030,სანისლე ბუდის შიდა სამაგრი (LH),Subaru,Forester,Forester 16-18,Suo Lun,20,15.0,GEL
000151,57731SG220,წინა საბუქსირე ხუფი,Subaru,Forester,Forester 16-18,Suo Lun,0,10.0,GEL
000152,57229SJ0019PPFM,კაპოტი,Subaru,Forester,Forester 19-,Gordon,0,880.0,GEL
000153,57120SJ0109PPFM,წინა კრილო (LH),Subaru,Forester,Forester 19-,Gordon,0,220.0,GEL
000154,57120SJ0009PPFM,წინა კრილო (RH),Subaru,Forester,Forester 19-,Gordon,0,220.0,GEL
000155,,უკანა სტოპი (RH),Subaru,Forester,Forester 19-,Suo Lun,10,240.0,GEL
000156,,უკანა სტოპი (LH),Subaru,Forester,Forester 19-,Suo Lun,4,240.0,GEL
000157,91121SJ010,ზედა ცხაურა,Subaru,Forester,Forester 19-,Suo Lun,14,80.0,GEL
000158,91121SJ030,ზედა ცხაურა (ტოურინგი),Subaru,Forester,Forester 19-,Suo Lun,10,130.0,GEL
000159,91121SJ110,ქვედა ცხაურა,Subaru,Forester,Forester 19-,Suo Lun,21,100.0,GEL
000160,91121SJ130,ქვედა ცხაურა (ტოურინგი),Subaru,Forester,Forester 19-,Suo Lun,8,180.0,GEL
000161,91165SJ000,ცხაურის სამაგრი,Subaru,Forester,Forester 19-,Suo Lun,48,40.0,GEL
000162,57734SJ020,წინა ბამპერის ქვედა ტუჩი სილვერ,Subaru,Forester,Forester 19-,Suo Lun,52,90.0,GEL
000163,,სანისლე ბუდე ნიკელიანი (RH),Subaru,Forester,Forester 19-,Suo Lun,0,50.0,GEL
000164,,სანისლე ბუდე ნიკელიანი (LH),Subaru,Forester,Forester 19-,Suo Lun,0,50.0,GEL
000165,57731SJ140,სანისლე ბუდე შავი (RH) სპორტი,Subaru,Forester,Forester 19-,Suo Lun,12,60.0,GEL
000166,57731SJ150,სანისლე ბუდე შავი (LH) სპორტი,Subaru,Forester,Forester 19-,Suo Lun,0,60.0,GEL
000167,,სანისლე ბუდე ნიკელიანი ტოუ (RH),Subaru,Forester,Forester 19-,Suo Lun,18,65.0,GEL
000168,,სანისლე ბუდე ნიკელიანი ტოუ (LH),Subaru,Forester,Forester 19-,Suo Lun,16,65.0,GEL
000169,91059FL020,სარკის ზედა ხუფი (RH),Subaru,Forester,Forester 19-,Suo Lun,52,65.0,GEL
000170,91059FL030,სარკის ზედა ხუფი (LH),Subaru,Forester,Forester 19-,Suo Lun,42,65.0,GEL
000171,91054FL200,სარკის ქვედა ხუფი (RH),Subaru,Forester,Forester 19-,Suo Lun,32,30.0,GEL
000172,91054FL210,სარკის ქვედა ხუფი (LH),Subaru,Forester,Forester 19-,Suo Lun,20,30.0,GEL
000173,57731SJ000,საბუქსირე ხუფი წინა,Subaru,Forester,Forester 19-,Suo Lun,45,10.0,GEL
000174,57731SJ300,საბუქსირე ხუფი უკანა,Subaru,Forester,Forester 19-,Suo Lun,94,10.0,GEL
000175,,წინა ფარის სალასკა (RH),Subaru,Forester,Forester 19-,Suo Lun,0,35.0,GEL
000176,,წინა ფარის სალასკა (LH),Subaru,Forester,Forester 19-,Suo Lun,0,35.0,GEL
000177,,წინა კრილოს სალასკა (RH),Subaru,Forester,Forester 19-,Suo Lun,0,15.0,GEL
000178,,წინა კრილოს სალასკა (LH),Subaru,Forester,Forester 19-,Suo Lun,0,15.0,GEL
000179,57707SJ300,უკანა სტოპის სალასკა (RH),Subaru,Forester,Forester 19-,Suo Lun,0,20.0,GEL
000180,57707SJ310,უკანა სტოპის სალასკა (LH),Subaru,Forester,Forester 19-,Suo Lun,0,20.0,GEL
000181,57707SJ330,უკანა კრილოს სალასკა (LH),Subaru,Forester,Forester 19-,Suo Lun,0,20.0,GEL
000182,57707SJ320,უკანა კრილოს სალასკა (RH),Subaru,Forester,Forester 19-,Suo Lun,0,20.0,GEL
000183,59110SJ020,პადკრილნიკი (RH),Subaru,Forester,Forester 19-,Suo Lun,18,60.0,GEL
000184,59110SJ030,პადკრილნიკი (LH),Subaru,Forester,Forester 19-,Suo Lun,16,60.0,GEL
000185,53029SJ000,ეკრანი,Subaru,Forester,Forester 19-,Suo Lun,38,145.0,GEL
000186,57711SJ060,წინა ბალკა,Subaru,Forester,Forester 19-,Suo Lun,0,160.0,GEL
000187,45111-SJ000,წყლის რადიატორი,Subaru,Forester,Forester 19-,Suo Lun,402,115.0,GEL
000188,57704SJ010,წინა ბამპერი (USA TYPE),Subaru,Forester,Forester 19-,Suo Lun,27,225.0,GEL
000189,57704SJ300,უკანა ბამპერი,Subaru,Forester,Forester 19-,Suo Lun,0,270.0,GEL
000190,57704SJ310,უკანა ბამპერი (სპორტი),Subaru,Forester,Forester 19-,Suo Lun,15,180.0,GEL
000191,57734SJ000,წინა ბამპერის ქვედა ტუჩი შავი,Subaru,Forester,Forester 19-,Suo Lun,50,70.0,GEL
000192,91112SJ200,წინა კრილოს მოლდინგი (RH),Subaru,Forester,Forester 19-,Suo Lun,57,75.0,GEL
000193,91112SJ210,წინა კრილოს მოლდინგი (LH),Subaru,Forester,Forester 19-,Suo Lun,69,75.0,GEL
000194,91112SJ300,უკანა კარის მოლდინგი (RH),Subaru,Forester,Forester 19-,Suo Lun,28,80.0,GEL
000195,91112SJ310,უკანა კარის მოლდინგი (LH),Subaru,Forester,Forester 19-,Suo Lun,22,80.0,GEL
000196,91112SJ340,უკანა კრილოს მოლდინგი (RH),Subaru,Forester,Forester 19-,Suo Lun,13,70.0,GEL
000197,91112SJ350,უკანა კრილოს მოლდინგი (LH),Subaru,Forester,Forester 19-,Suo Lun,19,70.0,GEL
000198,57731SJ350,უკანა ბამპერის ზაგლუშკა,Subaru,Forester,Forester 19-,Suo Lun,49,20.0,GEL
000199,86631FL040,წყლის ავზი,Subaru,Forester,Forester 19-,Suo Lun,0,65.0,GEL
000200,46012SJ000,ჰაერის შემკრები,Subaru,Forester,Forester 19-,Suo Lun,12,45.0,GEL
000201,57704AL01A,წინა ბამპერი,Subaru,Outback,Outback 15-17,Suo Lun,0,370.0,GEL
000202,91121AL05A,ცხაურა,Subaru,Outback,Outback 15-17,Suo Lun,0,95.0,GEL
000203,57731AL190,ბამპერის ქვედა ბადე,Subaru,Outback,Outback 15-17,Suo Lun,0,50.0,GEL
000204,57705AL070,ბამპერის ქვედა სამაგრი,Subaru,Outback,Outback 15-17,Suo Lun,0,60.0,GEL
000205,91165AL010,ცხაურის სამაგრი,Subaru,Outback,Outback 15-17,Suo Lun,0,35.0,GEL
000206,57734AL000,წინა ბამპერის ქვედა ტუჩი,Subaru,Outback,Outback 15-17,Suo Lun,27,100.0,GEL
000207,57734AL040,უკანა ბამპერის ქვედა ტუჩი,Subaru,Outback,Outback 15-17,Suo Lun,37,80.0,GEL
000208,57731AL170,საბუქსირე ხუფი წინა,Subaru,Outback,Outback 15-17,Suo Lun,157,10.0,GEL
000209,57731AL390,საბუქსირე ხუფი უკანა,Subaru,Outback,Outback 15-17,Suo Lun,100,10.0,GEL
000210,57707AL00A,წინა ფარის სალასკა (RH),Subaru,Outback,Outback 15-17,Suo Lun,0,30.0,GEL
000211,57707AL01A,წინა ფარის სალასკა (LH),Subaru,Outback,Outback 15-17,Suo Lun,0,30.0,GEL
000212,57707AL080,წინა კრილოს სალასკა (RH),Subaru,Outback,Outback 15-17,Suo Lun,118,15.0,GEL
000213,57707AL090,წინა კრილოს სალასკა (LH),Subaru,Outback,Outback 15-17,Suo Lun,106,15.0,GEL
000214,57707AL22A,უკანა კრილოს სალასკა (RH),Subaru,Outback,Outback 15-17,Suo Lun,23,20.0,GEL
000215,57707AL23A,უკანა კრილოს სალასკა (LH),Subaru,Outback,Outback 15-17,Suo Lun,10,20.0,GEL
000216,59110AL060,პადკრილნიკი (RH),Subaru,Outback,Outback 15-17,Suo Lun,0,80.0,GEL
000217,84501AL09A,ტუმანიკი (RH),Subaru,Outback,Outback 15-17,Suo Lun,86,85.0,GEL
000218,84501AL10A,ტუმანიკი (LH),Subaru,Outback,Outback 15-17,Suo Lun,66,85.0,GEL
000219,57704AL130,უკანა ბამპერი,Subaru,Outback,Outback 15-17,Suo Lun,0,400.0,GEL
000220,57229AL011,კაპოტი (ალუმინი),Subaru,Outback,Outback 15-17,Suo Lun,0,1000.0,GEL
000221,57120AL070,წინა კრილო (RH),Subaru,Outback,Outback 15-17,Suo Lun,0,200.0,GEL
000222,57120AL080,წინა კრილო (LH),Subaru,Outback,Outback 15-17,Suo Lun,0,200.0,GEL
000223,57711AL020,წინა ბალკა,Subaru,Outback,Outback 15-17,Suo Lun,0,400.0,GEL
000224,53029AL120,ეკრანი,Subaru,Outback,Outback 15-17,Suo Lun,0,330.0,GEL
000225,57731AL49A,ბამპერის ქვედა ბადე,Subaru,Outback,Outback 18-19,Suo Lun,21,45.0,GEL
000226,57707AL41A,წინა ფარის სალასკა (LH),Subaru,Outback,Outback 18-19,Suo Lun,18,35.0,GEL
000227,57707AL40A,წინა ფარის სალასკა (RH),Subaru,Outback,Outback 18-19,Suo Lun,24,35.0,GEL
000228,91121AL17B,ცხაურა სტანდარტული,Subaru,Outback,Outback 18-19,Suo Lun,51,100.0,GEL
000230,91121AL16B,ცხაურა ხრომი,Subaru,Outback,Outback 18-19,Suo Lun,0,400.0,GEL
000231,57707AN04A,წინა კრილოს სალასკა (RH),Subaru,Outback,Outback 20-,Suo Lun,91,15.0,GEL
000232,57707AN05A,წინა კრილოს სალასკა (LH),Subaru,Outback,Outback 20-,Suo Lun,99,15.0,GEL
000233,57707AN34A,უკანა კრილოს სალასკა (RH),Subaru,Outback,Outback 20-,Suo Lun,44,25.0,GEL
000234,57707AN35A,უკანა კრილოს სალასკა (LH),Subaru,Outback,Outback 20-,Suo Lun,0,25.0,GEL
000235,J1010AN010,ცხაურა შავი,Subaru,Outback,Outback 20-,Suo Lun,7,270.0,GEL
000236,J1010AN08A2,ცხაურა,Subaru,Outback,Outback 20-,Suo Lun,0,500.0,GEL
000237,57707AN00A,წინა ფარის სალასკა (RH),Subaru,Outback,Outback 20-,Suo Lun,37,35.0,GEL
000238,57707AN01A,წინა ფარის სალასკა (LH),Subaru,Outback,Outback 20-,Suo Lun,46,35.0,GEL
000245,57704FL10A,წინა ბამპერი,Subaru,Impreza,Impreza 17-19,TYG,37,160.0,GEL
000246,57704AL20A,წინა ბამპერი,Subaru,Legacy,Legacy 18-19,TYG,17,280.0,GEL
000247,57704AL17A,უკანა ბამპერი,Subaru,Legacy,Legacy 18-19,TYG,21,320.0,GEL
000248,57704SJ010,წინა ბამპერი - Limited / Sport,Subaru,Forester,Forester 19-,TYG,0,300.0,GEL
000249,57704SJ300,უკანა ბამპერი,Subaru,Forester,Forester 19-,TYG,0,270.0,GEL
000250,57704FJ070,წინა ბამპერი,Subaru,XV,XV 16-17,TYG,97,190.0,GEL
000251,57120AL02A9P,წინა კრილო (RH),Subaru,Outback,Outback 15-19,TYG,0,80.0,GEL
000252,57120AL03A9P,წინა კრილო (LH),Subaru,Outback,Outback 15-19,TYG,0,80.0,GEL
000253,57229AL00C9PPFM,კაპოტი,Subaru,Outback,Outback 15-19,TYG,0,380.0,GEL
000254,57120AN02A9P,წინა კრილო (RH),Subaru,Outback,Outback 20-,TYG,77,290.0,GEL
000255,57120AN03A9P,წინა კრილო (LH),Subaru,Outback,Outback 20-,TYG,67,290.0,GEL
