code,oem,name,brand,model,generation,manufacturer,qty,dealer_price,currency
002126,57731FN43A,წინა ბამპერის ქვედა ბადე,Subaru,Crosstrek,Crosstrek 24-,TYG,56,35.0,GEL
002127,57229FN00A9P,კაპოტი (ალუმინი),Subaru,Crosstrek,Crosstrek 24-,TYG,23,950.0,GEL
002128,57707FN23A,წინა კრილოს სალასკა (LH),Subaru,Crosstrek,Crosstrek 24-,TYG,98,20.0,GEL
002129,57707FN22A,წინა კრილოს სალასკა (RH),Subaru,Crosstrek,Crosstrek 24-,TYG,100,20.0,GEL
002130,57704XC02A,წინა ბამპერი,Subaru,Ascent,Ascent 23-,TYG,10,580.0,GEL
002131,57707XC01A,წინა ფარის სალასკა (LH),Subaru,Ascent,Ascent 19-,TYG,133,40.0,GEL
002132,57707XC00A,წინა ფარის სალასკა (RH),Subaru,Ascent,Ascent 19-,TYG,139,40.0,GEL
002133,57731XC13A,სანისლეს ფარის მოლდინგი (LH),Subaru,Ascent,Ascent 23-,TYG,60,50.0,GEL
002134,57731XC12A,სანისლეს ფარის მოლდინგი (RH),Subaru,Ascent,Ascent 23-,TYG,60,50.0,GEL
002135,66311-J9000,კრილო (LH),Hyundai,Kona,KONA 2018-2023,TYG,0,,GEL
002136,66321-J9000,კრილო (RH),Hyundai,Kona,KONA 2018-2023,TYG,0,,GEL
002137,86811-J9000,პადკრილნიკი (LH),Hyundai,Kona,KONA 2018-2023,TYG,0,,GEL
002138,86812-J9000,პადკრილნიკი (LH),Hyundai,Kona,KONA 2018-2023,TYG,0,,GEL
002139,64101-J9500,ეკრანი,Hyundai,Kona,KNA '22-,TYG,0,,GEL
002140,86550-J9CA0,წინა ბამპერი,Hyundai,Kona,KONA 2018-2023,TYG,0,,GEL
002141,86610-J9BD0,უკანა ბამპერი პარკინგით,Hyundai,Kona,KONA 2018-2023,TYG,0,,GEL
002142,86563-J9CA0,წინა ბამპერის მოლდინგი (LH),Hyundai,Kona,KONA 2018-2023,TYG,0,,GEL
002143,86564-J9CA0,წინა ბამპერის მოლდინგი (RH),Hyundai,Kona,KONA 2018-2023,TYG,0,,GEL
002144,86560-J9CB0,წინა ბამპერის ქვედა ბადე,Hyundai,Kona,KONA 2018-2023,TYG,0,,GEL
002145,86350-J9CB0,ცხაურა,Hyundai,Kona,KONA 2018-2023,TYG,0,,GEL
002146,86811-J9CA0,პადკრილნიკი (LH),Hyundai,Kona,KONA 2018-2023,TYG,0,,GEL
002147,86812-J9CA0,პადკრილნიკი (LH),Hyundai,Kona,KONA 2018-2023,TYG,0,,GEL
002148,29110-J9200,მატორის დამცავი,Hyundai,Kona,KONA 2018-2023,TYG,0,,GEL
002149,29110-J9500,მატორის წინა დამცავი,Hyundai,Kona,KONA 2018-2023,TYG,0,,GEL
002150,86513-J9CA0,ბამპერის ბრეკეტი (LH),Hyundai,Kona,KONA 2018-2023,TYG,0,,GEL
002151,86514-J9CA0,ბამპერის ბრეკეტი (RH),Hyundai,Kona,KONA 2018-2023,TYG,0,,GEL
002152,86513-J9000,ბამპერის ბრეკეტი (LH),Hyundai,Kona,KONA 2018-2023,TYG,0,,GEL
002153,86514-J9000,ბამპერის ბრეკეტი (RH),Hyundai,Kona,KONA 2018-2023,TYG,0,,GEL
002154,86811-L3300,პადკრილნიკი (LH),KIA,Forte,K5 2021-,TYG,0,,GEL
002155,86812-L3300,პადკრილნიკი (LH),KIA,K5,K5 2021-,TYG,0,,GEL
002156,86612-L3300,უკანა ქვედა ბამპერი,KIA,Forte,K5 2021-,TYG,0,,GEL
002157,86510-L0420,წინა ბამპერი,Hyundai,Sonata,SONATA 2020-,TYG,0,,GEL
002158,86510-L0400,წინა ბამპერი,Hyundai,Sonata,SONATA 2020-,TYG,0,,GEL
002159,86519-L0400,სანომრე,Hyundai,Sonata,SONATA 2020-,TYG,0,,GEL
002160,86612-L0400,უკანა ქვედა ბამპერი,Hyundai,Sonata,SONATA 2020-,TYG,0,,GEL
002161,86696-L0400,უკანა ბამპერის მოლდინგი,Hyundai,Sonata,SONATA 2020-,TYG,0,,GEL
002162,86512-L0400,წინა ქვედა ბამპერი,Hyundai,Sonata,SONATA 2020-,TYG,0,,GEL
002163,863A0-L0760,ცხაურა,Hyundai,Sonata,SONATA 2020-,TYG,0,,GEL
002164,86811-L0300,პადკრილნიკი (LH),Hyundai,Sonata,SONATA 2020-,TYG,0,,GEL
002165,86812-L0300,პადკრილნიკი (LH),Hyundai,Sonata,SONATA 2020-,TYG,0,,GEL
002166,91121SC040,ცხაურა,Subaru,Forester,Forester 08-12,TYG,12,110.0,GEL
002167,57120SC0319P,წინა კრილო (LH),Subaru,Forester,Forester 08-12,TYG,23,80.0,GEL
002168,57120SC0219P,წინა კრილო (RH),Subaru,Forester,Forester 08-12,TYG,18,80.0,GEL
002169,57229SC0009P,კაპოტი,Subaru,Forester,Forester 08-12,TYG,28,290.0,GEL
002170,57704AN02A,წინა ბამპერი,Subaru,Outback,Outback 23-,TYG,14,430.0,GEL
002171,51690FN0109P,კრილოს სამაგრი რკინა (LH),Subaru,Crosstrek,Crosstrek 24-,TYG,10,420.0,GEL
002172,51690FN0009P,კრილოს სამაგრი რკინა (RH),Subaru,Crosstrek,Crosstrek 24-,TYG,5,420.0,GEL
002173,57260FN0109P,კაპოტის პეტლი (LH),Subaru,Crosstrek,Crosstrek 24-,TYG,57,70.0,GEL
002174,57260FN0009P,კაპოტის პეტლი (RH),Subaru,Crosstrek,Crosstrek 24-,TYG,55,70.0,GEL
002175,53029FN00A9PPFM,ეკრანი ( ზბორი ),Subaru,Crosstrek,Crosstrek 24-,TYG,0,1050.0,GEL
002176,53029FN04A9P,ეკრანის გვერდი (LH),Subaru,Crosstrek,Crosstrek 24-,TYG,8,160.0,GEL
002177,53029FN03A9P,ეკრანის გვერდი (RH),Subaru,Crosstrek,Crosstrek 24-,TYG,7,160.0,GEL
002178,66400-J9000,კაპოტი,Hyundai,Kona,KONA 2018-2023,TYG,0,,GEL
002179,87711-J9000,კრილოს მოლდინგი (LH),Hyundai,Kona,KONA 2018-2023,TYG,0,,GEL
002180,87712-J9000-CA,კრილოს მოლდინგი (RH),Hyundai,Kona,KONA 2018-2023,TYG,0,,GEL
002181,64101-J9000,ბამპერის ძირი,Hyundai,Kona,KONA 2018-2023,TYG,0,,GEL
002182,86511-J9000,წინა ზედა ბამპერი,Hyundai,Kona,KONA,TYG,0,,GEL
002183,86519-J9010,სანომრე,Hyundai,Kona,KONA 2018-2023,TYG,0,,GEL
002184,86510-J9CF0,წინა ქვედა ბამპერი,Hyundai,Kona,KONA 2018-2023,TYG,0,,GEL
002185,86611-J9BC0,უკანა ბამპერი,Hyundai,Kona,KONA 2018-2023,TYG,0,,GEL
002186,86671-J9BC0,უკანა ბამპერის მოლდინგი (LH),Hyundai,Kona,KONA 2018-2023,TYG,0,,GEL
002187,86670-J9BD0--AS,უკანა ბამპერის მოლდინგი (LH),Hyundai,Kona,KONA 2018-2023,TYG,0,,GEL
002188,86350-J9000,ცხაურა,Hyundai,Kona,KONA 2018-2023,TYG,0,,GEL
002189,86560-J9CD0,წინა ბამპერის ქვედა ბადე,Hyundai,Kona,KONA 2018-2023,TYG,0,,GEL
002190,79110-J9000,კაპოტის პეტლი (LH),Hyundai,Kona,KONA 2018-2023,TYG,0,,GEL
002191,79120-J9000,კაპოტის პეტლი (RH),Hyundai,Kona,KONA 2018-2023,TYG,0,,GEL
002192,66910-L2000,კაპოტის პეტლი (LH),KIA,Forte,K5 2021-,TYG,0,,GEL
002193,66920-L2000,კაპოტის პეტლი (RH),KIA,Forte,K5 2021-,TYG,0,,GEL
002194,86551-L3000,წინა ბამპერის სალასკა (LH),KIA,Forte,K5 2021-,TYG,0,,GEL
002195,86552-L3000,წინა ბამპერის სალასკა (LH),KIA,K5,K5 2021-,TYG,0,,GEL
002196,66310L2000,წინა კრილო (LH),KIA,K5,K5 2021-,TYG,0,,GEL
002197,66320L2000,წინა კრილო (RH),KIA,Forte,K5 2021-,TYG,0,,GEL
002198,86611-L0000,უკანა ზედა ბამპერი,Hyundai,Sonata,SONATA 2020-,TYG,0,,GEL
002199,86610-L0020,უკანა ზედა ბამპერი,Hyundai,Sonata,SNATA '20-,TYG,0,,GEL
002200,86350-L0700,ცხაურა,Hyundai,Sonata,SONATA 2020-,TYG,0,,GEL
002201,86551-L0000,წინა ბამპერის სალასკა (LH),Hyundai,Sonata,SONATA 2020-,TYG,0,,GEL
002202,86552-L0000,წინა ბამპერის სალასკა (LH),Hyundai,Sonata,SONATA 2020-,TYG,0,,GEL
002203,86511-M7500,წინა ბამპერი,KIA,Forte,FORTE/FORTE5 2019-,TYG,0,,GEL
002204,86811-M7000,პაკრტილნიკი (LH),KIA,Forte,FORTE/FORTE5 2019-,TYG,0,,GEL
002205,86812-M7000,პაკრტილნიკი (RH),KIA,Forte,FORTE/FORTE5 2019-,TYG,0,,GEL
002206,64577-M6000,წინა კრილოს სალასკა (LH),KIA,Forte,FORTE/FORTE5 2019-,TYG,0,,GEL
002207,64587-M6000,წინა კრილოს სალასკა (RH),KIA,Forte,FORTE/FORTE5 2019-,TYG,0,,GEL
002208,29110-M7000,მატორის დამცავი,KIA,Forte,FORTE/FORTE5 2019-,TYG,0,,GEL
002209,86651-M7000,უკანა ბამპერის სალასკა (LH),KIA,Forte,FORTE/FORTE5 2019-,TYG,0,,GEL
002210,86652-M7000,უკანა ბამპერის სალასკა (RH),KIA,Forte,FORTE/FORTE5 2019-,TYG,0,,GEL
002211,66311-G5000,წინა კრილო (LH),KIA,Niro,NIRO 2017-,TYG,0,,GEL
002212,66321-G5000,წინა კრილო (RH),KIA,Niro,NIRO 2017-,TYG,0,,GEL
002213,66311-D9000,წინა კრილო (LH),KIA,Seltos,SPORTAGE 2017-2022,TYG,0,,GEL
002214,66321-D9000,წინა კრილო (RH),KIA,Seltos,SPORTAGE 2017-2022,TYG,0,,GEL
002215,5c7941751k,წინა ფარი ლედი(LH),Volkswagen,Jetta,VW Jetta 15-18,Suo Lun,118,230.0,GEL
002216,5c7941752k,წინა ფარი ლედი (RH),Volkswagen,Jetta,VW Jetta 15-18,Suo Lun,119,230.0,GEL
002217,,წინა ბამპერის ზბორი (GLI),Volkswagen,Jetta,VW Jetta 22-,Suo Lun,3,750.0,GEL
002218,17G807217G,წინა ბამპერი,Volkswagen,Jetta,VW Jetta 22-,Suo Lun,42,90.0,GEL
002219,17G853653D,ცხაურა,Volkswagen,Jetta,VW Jetta 22-,Suo Lun,100,125.0,GEL
002220,,წინა ბამპერის ზბორი (GLI),Volkswagen,Jetta,VW Jetta 19-,Suo Lun,13,700.0,GEL
002221,17G853653,ცხაურა (GLI),Volkswagen,Jetta,VW Jetta 19-,Suo Lun,255,90.0,GEL
002222,17B941036B/036B,წინა ფარი Full ლედი (LH),Volkswagen,Jetta,VW Jetta 19-,Suo Lun,4,310.0,GEL
002223,5c7941751k,წინა ფარი (LH),Volkswagen,Jetta,VW Jetta 15-18,Suo Lun,82,145.0,GEL
002224,,წინა ფარი Full ლედი (RH),Volkswagen,Jetta,VW Jetta 19-,Suo Lun,5,310.0,GEL
002225,17B941036B/036B,წინა ფარი (RH),Volkswagen,Jetta,VW Jetta 15-18,Suo Lun,83,145.0,GEL
002226,17B941036B/035B,წინა ფარი (LH),Volkswagen,Jetta,VW Jetta 19-,Suo Lun,16,170.0,GEL
002227,17B941036B/035B,წინა ფარი (RH),Volkswagen,Jetta,VW Jetta 19-,Suo Lun,151,170.0,GEL
002228,17G823301,კპოტის პეტლი (RH),Volkswagen,Jetta,VW Jetta 19-,Suo Lun,39,23.0,GEL
002229,17G823301,კპოტის პეტლი (LH),Volkswagen,Jetta,VW Jetta 19-,Suo Lun,43,23.0,GEL
002230,16D853463,უკანა ბამპერის ნიკელი,Volkswagen,Jetta,VW Jetta 15-18,Suo Lun,32,20.0,GEL
002231,17G853333A,უკანა ბამპერის ნიკელი,Volkswagen,Jetta,VW Jetta 19-,Suo Lun,3,25.0,GEL
002232,17G805588A,ეკრანი (GLI),Volkswagen,Jetta,VW Jetta 19-,Suo Lun,0,85.0,GEL
002233,17G807568B,ეკრანი,Volkswagen,Jetta,VW Jetta 19-,Suo Lun,0,55.0,GEL
002234,,უკანა ბამპერის ქვედა ტუჩი,Volkswagen,Jetta,VW Jetta 19-,Suo Lun,0,35.0,GEL
002235,17G857507/508/C,სარკე (LH),Volkswagen,Jetta,VW Jetta 19-,Suo Lun,0,110.0,GEL
002236,17G857507/508/C,სარკე (RH),Volkswagen,Jetta,VW Jetta 19-,Suo Lun,0,110.0,GEL
002237,5C6853665E,სანისლე ბუდე ღია (LH),Volkswagen,Jetta,VW Jetta 15-18,Suo Lun,98,10.0,GEL
002238,5C6853666E,სანისლე ბუდე ღია (RH),Volkswagen,Jetta,VW Jetta 15-18,Suo Lun,109,10.0,GEL
002239,5c7857508aj,სარკე (LH),Volkswagen,Jetta,VW Jetta 15-18,Suo Lun,0,75.0,GEL
002240,5c7857508aj,სარკე (RH),Volkswagen,Jetta,VW Jetta 15-18,Suo Lun,0,75.0,GEL
002241,5c6807421HGRU,უკანა ბამპერი,Volkswagen,Jetta,VW Jetta 15-18,Suo Lun,6,90.0,GEL
002242,5c6807433J,უკანა ბამპერის ქვედა ტუჩი,Volkswagen,Jetta,VW Jetta 15-18,Suo Lun,0,40.0,GEL
002243,5QD129618,ჰაერის შემკრები გარმოშკა,Volkswagen,Jetta,VW Jetta 15-18,Suo Lun,92,15.0,GEL
002244,17A831056c,წინა კარი (RH),Volkswagen,Jetta,VW Jetta 19-,Suo Lun,0,300.0,GEL
002245,17A831056c,წინა კარი (LH),Volkswagen,Jetta,VW Jetta 19-,Suo Lun,9,300.0,GEL
002246,5c6831056k,წინა კარი (RH),Volkswagen,Jetta,VW Jetta 15-18,Suo Lun,10,300.0,GEL
002247,5c6831056k,წინა კარი (LH),Volkswagen,Jetta,VW Jetta 15-18,Suo Lun,7,300.0,GEL
002248,5c6831057k,უკანა კარი (RH),Volkswagen,Jetta,VW Jetta 15-18,Suo Lun,7,300.0,GEL
002249,5c6831057k,უკანა კარი (LH),Volkswagen,Jetta,VW Jetta 15-18,Suo Lun,6,300.0,GEL
002250,,საბარგული,Volkswagen,Jetta,VW Jetta 15-18,Suo Lun,3,280.0,GEL
002251,5Q0407255Q,წერო (LH),Volkswagen,Jetta,VW Jetta 19-,Suo Lun,0,85.0,GEL
002252,5Q0407256Q,წერო (RH),Volkswagen,Jetta,VW Jetta 19-,Suo Lun,0,85.0,GEL
002253,5Q0407151,გიტარა (LH),Volkswagen,Jetta,VW Jetta 19-,Suo Lun,2,60.0,GEL
002254,5Q0407152,გიტარა (RH),Volkswagen,Jetta,VW Jetta 19-,Suo Lun,10,60.0,GEL
002255,,მატორის კარტერი 1.4,Volkswagen,Jetta,VW Jetta 19-,Suo Lun,0,27.0,GEL
002256,5Q0199262,პადმატორნი დიდი,Volkswagen,Jetta,VW Jetta 19-,Suo Lun,0,40.0,GEL
002257,1KO199555,პადმატორნი პატარა,Volkswagen,Jetta,VW Jetta 19-,Suo Lun,0,40.0,GEL
002258,5Q0407365,შარავოი (LH),Volkswagen,Jetta,VW Jetta 19-,Suo Lun,22,15.0,GEL
002259,5Q0407366,შარავოი (RH),Volkswagen,Jetta,VW Jetta 19-,Suo Lun,17,15.0,GEL
002260,04E103600,კარობკის კარტერი,Volkswagen,Jetta,VW Jetta 19-,Suo Lun,39,35.0,GEL
002261,,ემბლემა (დისტორნიკით),Volkswagen,Jetta,VW Jetta 19-,Suo Lun,77,60.0,GEL
002262,1K0121367,რადიატორის დამჭერი რეზინა,Volkswagen,Jetta,VW Jetta 19-,Suo Lun,223,5.0,GEL
002263,1K0121367,რადიატორის სამაგრი,Volkswagen,Jetta,VW Jetta 19-,Suo Lun,401,5.0,GEL
002264,16d407151,გიტარა (RH),Volkswagen,Jetta,VW Jetta 15-18,Suo Lun,0,60.0,GEL
002265,16d407152,გიტარა (LH),Volkswagen,Jetta,VW Jetta 15-18,Suo Lun,0,60.0,GEL
002266,1k0423810,უდარნი,Volkswagen,Jetta,VW Jetta 15-18,Suo Lun,0,15.0,GEL
002267,1k0423811,ნაკანეჩნიკი,Volkswagen,Jetta,VW Jetta 15-18,Suo Lun,0,15.0,GEL
002268,1K0407365,შარავოი (LH),Volkswagen,Jetta,VW Jetta 15-18,Suo Lun,76,15.0,GEL
002269,1K0407366,შარავოი (RH),Volkswagen,Jetta,VW Jetta 15-18,Suo Lun,80,15.0,GEL
002270,1K0411315,სტერჟინი,Volkswagen,Jetta,VW Jetta 15-18,Suo Lun,95,10.0,GEL
002271,09G321370,მატორის პრაკლადკა,Volkswagen,Jetta,VW Jetta 15-18,Suo Lun,0,15.0,GEL
002272,09G321359,კარობკის კარტერი,Volkswagen,Jetta,VW Jetta 15-18,Suo Lun,0,20.0,GEL
002273,03C145749B,ზეთის რაიდიატორი (გოჭი),Volkswagen,Jetta,VW Jetta 15-18,Suo Lun,38,80.0,GEL
002274,06L21012A,წყლის პომპა,Volkswagen,Jetta,VW Jetta 15-18,Suo Lun,0,65.0,GEL
002275,1K0121407,რაშირიწელი,Volkswagen,Jetta,VW Jetta 15-18,Suo Lun,68,28.0,GEL
002276,1J0919379,ტემპერატურის დაჩიკი,Volkswagen,Jetta,VW Jetta 15-18,Suo Lun,90,10.0,GEL
002277,06j121065fd,ძრავის წყლის მილი,Volkswagen,Jetta,VW Jetta 15-18,Suo Lun,0,35.0,GEL
002278,5Q0129618,ჰაერის შემშვები,Volkswagen,Jetta,VW Jetta 15-18,Suo Lun,247,15.0,GEL
002279,91121SJ430,ზედა ცხაურა - Wilderness,Subaru,Forester,Forester 22-,Suo Lun,0,110.0,GEL
002280,84001AL11A,წინა ფარი (LH),Subaru,Outback,Outback 18-19,Suo Lun,7,360.0,GEL
002281,84001AL10A,წინა ფარი (RH),Subaru,Outback,Outback 18-19,Suo Lun,5,360.0,GEL
002282,84002AN11A,წინა ფარი (LH),Subaru,Outback,Outback 20-,Suo Lun,11,400.0,GEL
002283,84002AN10A,წინა ფარი (RH),Subaru,Outback,Outback 20-,Suo Lun,11,400.0,GEL
002284,84001XC01A,წინა ფარი (LH),Subaru,Ascent,Ascent 19-,Suo Lun,7,380.0,GEL
002285,84001XC00A,წინა ფარი (RH),Subaru,Ascent,Ascent 19-,Suo Lun,7,380.0,GEL
002286,84251FN010,საბარგულის სტოპი (RH),Subaru,Crosstrek,Crosstrek 24-,Suo Lun,4,250.0,GEL
002287,84251FN000,საბარგულის სტოპი (LH),Subaru,Crosstrek,Crosstrek 24-,Suo Lun,4,250.0,GEL
002288,91121XC05A,ცხაურა შავი,Subaru,Ascent,Ascent 23-,Suo Lun,20,160.0,GEL
002289,91121SJ490,ცხაურა ქვედა - Wilderness,Subaru,Forester,Forester 22-,Suo Lun,0,170.0,GEL
002290,57731XC24A,წინა ბამპერის ქვედა ბადე,Subaru,Ascent,Ascent 23-,Suo Lun,53,50.0,GEL
002291,J1010FN800,კარის მოლდინგი (ზბორი),Subaru,Crosstrek,Crosstrek 24-,Suo Lun,10,350.0,GEL
002292,57731XC23A,ბამპერის სამკუთხედი ბადე ნიკელიანი (LH),Subaru,Ascent,Ascent 23-,Suo Lun,46,40.0,GEL
002293,57731XC22A,ბამპერის სამკუთხედი ბადე ნიკელიანი  (RH),Subaru,Ascent,Ascent 23-,Suo Lun,45,40.0,GEL
002294,57731XC21A,ბამპერის სამკუთხედი ბადე შავი (LH),Subaru,Ascent,Ascent 23-,Suo Lun,26,40.0,GEL
002295,57731XC20A,ბამპერის სამკუთხედი ბადე შავი (RH),Subaru,Ascent,Ascent 23-,Suo Lun,27,40.0,GEL
002296,57731AL69A,სანისლე ბუდე ნიკელიანი (LH),Subaru,Legacy,Legacy 18-19,Suo Lun,10,50.0,GEL
002297,57731AL68A,სანისლე ბუდე ნიკელიანი (RH),Subaru,Legacy,Legacy 18-19,Suo Lun,16,50.0,GEL
002298,57707XC10A,წინა ფარის სალასკა (LH),Subaru,Ascent,Ascent 23-,Suo Lun,35,35.0,GEL
002299,57707XC09A,წინა ფარის სალასკა (RH),Subaru,Ascent,Ascent 23-,Suo Lun,36,35.0,GEL
002300,57707FN240,წინა ბამპერის ქვედა ბრეკეტი (Wild),Subaru,Crosstrek,Crosstrek 24-,Suo Lun,3,80.0,GEL
002301,57707FL060,წინა ბამპერის ქვედა ბრეკეტი,Subaru,Crosstrek,Crosstrek 18-,Suo Lun,77,50.0,GEL
002302,57705FN250,წინა ბამპერის შიდა პლასმასი,Subaru,Crosstrek,Crosstrek 24-,Suo Lun,5,100.0,GEL
002303,46012FN000,ჰაერის მიმმართელი,Subaru,Crosstrek,Crosstrek 24-,Suo Lun,12,50.0,GEL
002304,59110FN050,პადკრილნიკი (LH),Subaru,Crosstrek,Crosstrek 24-,Suo Lun,0,60.0,GEL
002305,59110FN040,პადკრილნიკი (RH),Subaru,Crosstrek,Crosstrek 24-,Suo Lun,0,60.0,GEL
002306,91121AN06A,ცხაურა,Subaru,Outback,Outback 20-,Suo Lun,58,105.0,GEL
002307,91121XC03A,ცხაურა ნიკელით,Subaru,Ascent,Ascent 23-,Suo Lun,25,160.0,GEL
002308,57711AN04A9P,წინა ბალკა,Subaru,Outback,Outback 20-,Suo Lun,31,230.0,GEL
002309,57711FN05A9P,წინა ბალკა,Subaru,Crosstrek,Crosstrek 24-,Suo Lun,4,250.0,GEL
002310,57704SG001,წინა ბამპერი,Subaru,Forester,Forester 12-15,TYGP,0,220.0,GEL
002311,57704SG021,წინა ბამპერი (ტურბინიანი),Subaru,Forester,Forester 12-15,TYGP,0,240.0,GEL
002312,57794SG000,უკანა ბამპერი,Subaru,Forester,Forester 12-18,TYGP,0,240.0,GEL
002313,57792SG000,უკანა ბამპერი (პარკინგ სენსორით),Subaru,Forester,Forester 16-18,TYGP,5,300.0,GEL
002314,57704SG030,წინა ბამპერი,Subaru,Forester,Forester 16-18,TYGP,120,310.0,GEL
002315,57704SJ010,წინა ბამპერი - Limited / Sport,Subaru,Forester,Forester 19-,TYGP,190,280.0,GEL
002316,57704SJ301,უკანა ბამპერი,Subaru,Forester,Forester 19-,TYGP,24,350.0,GEL
002317,57702SJ301,უკანა ბამპერი ( პარკინგიანი ),Subaru,Forester,Forester 19-,TYGP,2,340.0,GEL
002318,57704SJ310,უკანა ბამპერი (სპორტი),Subaru,Forester,Forester 19-,TYGP,29,400.0,GEL
002319,57702SJ310,უკანა ბამპერი სპორტი (პარკინგ სენსორით),Subaru,Forester,Forester 19-,TYGP,0,420.0,GEL
002320,57704SJ021,წინა ბამპერი,Subaru,Forester,Forester 22-,TYGP,49,420.0,GEL
002321,57734AN04A,წინა ბამპერის ქვედა ტუჩი - Silver,Subaru,Outback,Outback 23-,TYG,20,105.0,GEL
002322,91112VC110,წინა კრილოს მოლდინგი (LH),Subaru,WRX,WRX 2022-,TYG,4,210.0,GEL
002323,91112VC100,წინა კრილოს მოლდინგი (RH),Subaru,WRX,WRX 2022-,TYG,4,210.0,GEL
002324,91121VC200,ცხაურა,Subaru,WRX,WRX 2022-,TYG,4,350.0,GEL
002325,59110VC030,პადკრილნიკი (LH),Subaru,WRX,WRX 2022-,TYG,2,150.0,GEL
002326,59110VC020,პადკრილნიკი (RH),Subaru,WRX,WRX 2022-,TYG,4,150.0,GEL
002327,66400-M7000,კაპოტი,KIA,Forte,FORTE/FORTE5 2019-,TYG,0,,GEL
002328,57704SC000,წინა ბამპერი,Subaru,Forester,Forester 08-12,TYG,17,120.0,GEL
002329,,უკანა ბამპერი,Subaru,Crosstrek,Crosstrek 24-,TYG,7,420.0,GEL
002330,57704FN21A,წინა ბამპერი,Subaru,Crosstrek,Crosstrek 24-,TYG,0,400.0,GEL
002331,57704VC200,წინა ბამპერი,Subaru,WRX,WRX 2022-,TYG,17,350.0,GEL
002332,57704FN100,წინა ბამპერი,Subaru,Impreza,Impreza 24-,TYG,2,600.0,GEL
002333,86610-J9001,უკანა ბამპერი,Hyundai,Kona,KONA 2018-2023,TYG,0,,GEL
002334,66311BE000,წინა კრილო (LH),Hyundai,Kona,KONA 2024-,TYG,0,,GEL
002335,66321BE000,წინა კრილო (RH),Hyundai,Kona,KONA 2024-,TYG,0,,GEL
002336,57120VC0309P,წინა კრილო ალუმინი(LH),Subaru,WRX,WRX 2022-,TYG,3,530.0,GEL
002337,20202FL020,წინა გიტარა (RH),Subaru,Crosstrek,Crosstrek 18-,Suo Lun,0,110.0,GEL
002338,57711FL0209P,წინა ბალკა - USA TYPE,Subaru,Crosstrek,Crosstrek 18-,Suo Lun,0,160.0,GEL
002339,,კოვრიკები,Subaru,XV,,Suo Lun,0,,GEL
002340,57731AN61B,საბუქსირე ხუფი წინა,Subaru,Outback,Outback 23-,Suo Lun,110,10.0,GEL
002341,51231AN00A9P,ეკრანი,Subaru,Outback,Outback 23-,Suo Lun,11,250.0,GEL
002342,57711AN00A9P,წინა ბალკა,Subaru,Outback,Outback 23-,Suo Lun,0,280.0,GEL
002343,57731FN29A,სანისლე ბუდე სპორტი (LH),Subaru,Crosstrek,Crosstrek 24-,Suo Lun,11,100.0,GEL
002344,57731FN28A,სანისლე ბუდე სპორტი (RH),Subaru,Crosstrek,Crosstrek 24-,Suo Lun,10,100.0,GEL
002345,57731AN69A,ქვედა ბამპერი,Subaru,Outback,Outback 23-,Suo Lun,3,110.0,GEL
002346,91112FN29A,უკანა კარის პატარა მოლდინგი (LH),Subaru,Crosstrek,Crosstrek 24-,Suo Lun,5,50.0,GEL
002347,91112FN28A,უკანა კარის პატარა მოლდინგი (RH),Subaru,Crosstrek,Crosstrek 24-,Suo Lun,5,50.0,GEL
002348,91112FN31A,უკანა კრილოს მოლდინგი (LH),Subaru,Crosstrek,Crosstrek 24-,Suo Lun,12,90.0,GEL
002349,91112FN30A,უკანა კრილოს მოლდინგი (RH),Subaru,Crosstrek,Crosstrek 24-,Suo Lun,8,90.0,GEL
002350,91112FN21A,წინა კრილოს მოლდინგი (LH),Subaru,Crosstrek,Crosstrek 24-,Suo Lun,8,90.0,GEL
002351,91112FN20A,წინა კრილოს მოლდინგი (RH),Subaru,Crosstrek,Crosstrek 24-,Suo Lun,0,90.0,GEL
002352,57731AN63A,სანისლე ფარის მოლდინგი (LH),Subaru,Outback,Outback 23-,Suo Lun,18,70.0,GEL
002353,57731AN62A,სანისლე ფარის მოლდინგი (RH),Subaru,Outback,Outback 23-,Suo Lun,14,70.0,GEL
002354,46012AN00A,ჰაერის მიმმართელი,Subaru,Outback,Outback 23-,Suo Lun,9,60.0,GEL
002355,,50W LED FLOOD LIGHT,ელექტრო საქონელი,ელექტრო საქონელი,,AKKO STAR,339,,GEL
002356,,25W LED FLOOD LIGHT,ელექტრო საქონელი,ელექტრო საქონელი,,AKKO STAR,599,,GEL
002357,,35W LED FLOOD LIGHT,ელექტრო საქონელი,ელექტრო საქონელი,,AKKO STAR,520,,GEL
002358,,70W LED FLOOD LIGHT,ელექტრო საქონელი,ელექტრო საქონელი,,AKKO STAR,404,,GEL
002359,,50943 - 100W-1.2M-6500K LIGHTING FIXTURE,ელექტრო საქონელი,ელექტრო საქონელი,,AKKO STAR,0,,GEL
002360,,80W-1.2M-6500K LIGHTING FIXTURE,ელექტრო საქონელი,ელექტრო საქონელი,,AKKO STAR,151,,GEL
002361,,50W-1.2M-6500K LIGHTING FIXTURE,ელექტრო საქონელი,ელექტრო საქონელი,,AKKO STAR,0,,GEL
002362,,15W Rechargeable LED BULB,ელექტრო საქონელი,ელექტრო საქონელი,,AKKO STAR,150,,GEL
002363,,5W 3000K  LED BULB,ელექტრო საქონელი,ელექტრო საქონელი,,AKKO STAR,3000,,GEL
