row,is_original_text_match,code,oem,name,brand,model,generation,manufacturer,qty,dealer_price,currency
1,no,000010,84927FJ010,ტუმანიკის სამაგრი (RH),Subaru,XV,XV 12-15,Suo Lun,0,40.0,GEL
2,no,000011,84927FJ020,ტუმანიკის სამაგრი (LH),Subaru,XV,XV 12-15,Suo Lun,0,50.0,GEL
3,no,000012,84001FJ080,წინა ფარი (LH),Subaru,XV,XV 12-17,Suo Lun,0,200.0,GEL
4,no,000013,84001FJ090,წინა ფარი (RH),Subaru,XV,XV 12-17,Suo Lun,0,200.0,GEL
5,no,000014,84001FJ090BK,წინა ფარი (LH) შავი,Subaru,XV,XV 12-17,Suo Lun,0,250.0,GEL
6,no,000015,,წინა ფარი (RH) შავი,Subaru,XV,XV 12-17,Suo Lun,1,250.0,GEL
7,no,000016,57704FJ040,უკანა ბამპერი,Subaru,XV,XV 12-17,Suo Lun,0,270.0,GEL
8,no,000017,91122FJ020,ცხაურა (სტანდარტული),Subaru,XV,XV 12-17,Suo Lun,0,320.0,GEL
9,no,000018,84913FG420,სანისლე უკანა სტოპი,Subaru,XV,XV 12-17,Suo Lun,0,70.0,GEL
10,no,000019,J1010FJ010V2,ცხაურა (შავი),Subaru,XV,XV 12-17,Suo Lun,0,450.0,GEL
11,no,000020,J1010FJ010I6,ცხაურა (სტაფილოსფერი),Subaru,XV,XV 12-17,Suo Lun,0,450.0,GEL
12,no,000021,J1010FJ010E1,ცხაურა (ლურჯი),Subaru,XV,XV 12-17,Suo Lun,0,450.0,GEL
13,no,000022,J1010FJ010WU,ცხაურა (თეთრი),Subaru,XV,XV 12-17,Suo Lun,0,450.0,GEL
14,no,000023,91059AJ200,სარკის ზედა ხუფი (RH) პავაროდნიკიანი,Subaru,XV,XV 12-17,Suo Lun,48,40.0,GEL
15,no,000024,91059AJ210,სარკის ზედა ხუფი (LH) პავაროდნიკიანი,Subaru,XV,XV 12-17,Suo Lun,29,40.0,GEL
16,no,000025,91054AJ220,სარკის ქვედა ხუფი (RH),Subaru,Forester,Forester 12-18,Suo Lun,28,35.0,GEL
17,no,000026,91054AJ230,სარკის ქვედა ხუფი (LH),Subaru,Forester,Forester 12-18,Suo Lun,39,35.0,GEL
18,no,000027,57707FJ000,წინა ფარის სალასკა (RH),Subaru,XV,XV 12-17,Suo Lun,12,20.0,GEL
19,no,000028,57707FJ010,წინა ფარის სალასკა (LH),Subaru,XV,XV 12-17,Suo Lun,0,20.0,GEL
20,no,000029,57707FJ140,წინა კრილოს სალასკა (RH),Subaru,XV,XV 12-17,Suo Lun,15,10.0,GEL
21,no,000030,57707FJ150,წინა კრილოს სალასკა (LH),Subaru,XV,XV 12-17,Suo Lun,11,10.0,GEL
22,no,000031,86631FJ140,წყლის ავზი,Subaru,XV,XV 12-17,Suo Lun,0,90.0,GEL
23,no,000032,59110FJ040,პადკრილნიკი (RH),Subaru,XV,XV 12-17,Suo Lun,0,35.0,GEL
24,no,000033,59110FJ050,პადკრილნიკი (LH),Subaru,XV,XV 12-17,Suo Lun,3,35.0,GEL
25,no,000034,J101CFJ250,ბრიზგავიკი  ( ზბორი ),Subaru,XV,XV 12-17,Suo Lun,0,60.0,GEL
26,no,000035,57120FJ060,წინა კრილო (LH),Subaru,XV,XV 12-17,Suo Lun,0,100.0,GEL
27,no,000036,57120FJ050,წინა კრილო (RH),Subaru,XV,XV 12-17,Suo Lun,0,100.0,GEL
28,no,000037,84912FJ040,უკანა სტოპი (RH),Subaru,XV,XV 12-17,Suo Lun,1,140.0,GEL
29,no,000038,84912FJ050,უკანა სტოპი (LH),Subaru,XV,XV 12-17,Suo Lun,0,140.0,GEL
30,no,000039,91112FJ100,წინა კრილოს მოლდინგი (RH),Subaru,XV,XV 12-17,Suo Lun,25,100.0,GEL
31,no,000040,91112FJ110,წინა კრილოს მოლდინგი (LH),Subaru,XV,XV 12-17,Suo Lun,31,100.0,GEL
32,no,000041,91112FJ120,უკანა კრილოს მოლდინგი (RH),Subaru,XV,XV 12-17,Suo Lun,22,110.0,GEL
33,no,000042,91112FJ130,უკანა კრილოს მოლდინგი (LH),Subaru,XV,XV 12-17,Suo Lun,12,110.0,GEL
34,no,000043,57731FG010,უკანა საბუქსირე ხუფი,Subaru,XV,XV 12-17,Suo Lun,124,10.0,GEL
35,no,000044,56410AG231,ძრავის დამცავი,Subaru,XV,XV 12-17,Suo Lun,19,75.0,GEL
36,no,000045,53029FJ000,ეკრანი,Subaru,XV,XV 12-17,Suo Lun,16,100.0,GEL
37,no,000046,57711FJ050,წინა ბალკა,Subaru,XV,XV 12-17,Suo Lun,18,100.0,GEL
38,no,000047,42048-16,წყლის რადიატორი,Subaru,XV,XV 12-17,Suo Lun,0,250.0,GEL
39,no,000048,57229FJ0009P,კაპოტი,Subaru,XV,XV 12-17,Gordon,0,380.0,GEL
40,no,000049,57120FJ0619P,წინა კრილო (LH),Subaru,XV,XV 12-17,Gordon,0,160.0,GEL
41,no,000050,57120FJ0509P,წინა კრილო (RH),Subaru,XV,XV 12-17,Gordon,0,160.0,GEL
42,no,000051,57707FJ160,უკანა კრილოს სალასკა (RH),Subaru,XV,XV 12-17,Suo Lun,0,15.0,GEL
43,no,000052,57707FJ170,უკანა კრილოს სალასკა (LH),Subaru,XV,XV 12-17,Suo Lun,0,15.0,GEL
44,no,000053,42049,წყლის რადიატორი,Subaru,Forester,Forester 12-18,Suo Lun,792,100.0,GEL
45,no,000054,42007,კონდინციონერის რადიატორი,Subaru,Forester,Forester 12-18,Suo Lun,261,100.0,GEL
46,no,000055,86631FJ400,წყლის ავზი,Subaru,XV,XV 12-17,Suo Lun,0,100.0,GEL
47,no,000056,57704FJ070,წინა ბამპერი,Subaru,XV,XV 16-17,Suo Lun,0,340.0,GEL
48,no,000057,91122FJ090,ცხაურა (რესტაილინგი),Subaru,XV,XV 16-17,Suo Lun,2,90.0,GEL
49,no,000058,57731FJ420,სანისლე ბუდე (RH),Subaru,XV,XV 16-17,Suo Lun,0,75.0,GEL
50,no,000059,57731FJ430,სანისლე ბუდე (LH),Subaru,XV,XV 16-17,Suo Lun,0,75.0,GEL
51,no,000060,57731FJ460,წინა საბუქსირე ხუფი,Subaru,XV,XV 16-17,Suo Lun,307,10.0,GEL
52,no,000061,57704FL010,წინა ბამპერი,Subaru,Crosstrek,Crosstrek 18-,Suo Lun,0,370.0,GEL
53,no,000062,57704FL250,უკანა ბამპერი,Subaru,Crosstrek,Crosstrek 18-,Suo Lun,0,380.0,GEL
54,no,000063,91122FL100,ცხაურა (სტანდარტული),Subaru,Crosstrek,Crosstrek 18-,Suo Lun,103,95.0,GEL
55,no,000064,57731FL130,საბუქსირე ხუფი წინა,Subaru,Crosstrek,Crosstrek 18-,Suo Lun,343,10.0,GEL
56,no,000065,57707FL000,წინა ფარის სალასკა (RH),Subaru,Crosstrek,Crosstrek 18-,Suo Lun,0,30.0,GEL
57,no,000066,57707FL010,წინა ფარის სალასკა (LH),Subaru,Crosstrek,Crosstrek 18-,Suo Lun,0,30.0,GEL
58,no,000067,57707FL040,წინა კრილოს სალასკა (RH),Subaru,Crosstrek,Crosstrek 18-,Suo Lun,0,15.0,GEL
59,no,000068,57707FL050,წინა კრილოს სალასკა (LH),Subaru,Crosstrek,Crosstrek 18-,Suo Lun,0,15.0,GEL
60,no,000069,,ცხაურა (კარბონი),Subaru,Crosstrek,Crosstrek 18-,Suo Lun,0,550.0,GEL
61,no,000070,,ცხაურა (შავი),Subaru,Crosstrek,Crosstrek 18-,Suo Lun,0,480.0,GEL
62,no,000071,57731FL110,წინა ბამპერის ქვედა ბადე,Subaru,Crosstrek,Crosstrek 18-,Suo Lun,31,40.0,GEL
63,no,000072,57731FL081CS,სანისლე ბუდე კარბონი (RH),Subaru,Crosstrek,Crosstrek 18-,Suo Lun,0,80.0,GEL
64,no,000073,57731FL091CS,სანისლე ბუდე კარბონი (LH),Subaru,Crosstrek,Crosstrek 18-,Suo Lun,0,80.0,GEL
65,no,000074,57731FL570,უკანა საბუქსირე ხუფი,Subaru,Crosstrek,Crosstrek 18-,Suo Lun,131,10.0,GEL
66,no,000075,57707FL460,უკანა ფარის სალასკა (RH),Subaru,Crosstrek,Crosstrek 18-,Suo Lun,0,25.0,GEL
67,no,000076,57707FL470,უკანა ფარის სალასკა (LH),Subaru,Crosstrek,Crosstrek 18-,Suo Lun,0,25.0,GEL
68,no,000077,57707FL400,უკანა კრილოს სალასკა (RH),Subaru,Crosstrek,Crosstrek 18-,Suo Lun,0,25.0,GEL
69,no,000078,57707FL410,უკანა კრილოს სალასკა (LH),Subaru,Crosstrek,Crosstrek 18-,Suo Lun,0,25.0,GEL
70,no,000079,59110FL040,პადკრილნიკი (RH),Subaru,Crosstrek,Crosstrek 18-,Suo Lun,24,55.0,GEL
71,no,000080,59110FL050,პადკრილნიკი (LH),Subaru,Crosstrek,Crosstrek 18-,Suo Lun,17,50.0,GEL
72,no,000081,57229FL0109PPFM,კაპოტი,Subaru,Crosstrek,Crosstrek 18-,Gordon,0,750.0,GEL
73,no,000082,57120FL0709P,წინა კრილო (LH),Subaru,Crosstrek,Crosstrek 18-,Gordon,0,310.0,GEL
74,no,000083,57120FL0609P,წინა კრილო (RH),Subaru,Crosstrek,Crosstrek 18-,Gordon,0,250.0,GEL
75,no,000084,,ცხაურა (კარობნი),Subaru,Crosstrek,Crosstrek 18-,Suo Lun,0,450.0,GEL
76,no,000085,91112FL140,უკანა კრილოს მოლდინგი (RH),Subaru,Crosstrek,Crosstrek 18-,Suo Lun,35,95.0,GEL
77,no,000086,91112FL150,უკანა კრილოს მოლდინგი (LH),Subaru,Crosstrek,Crosstrek 18-,Suo Lun,28,95.0,GEL
78,no,000087,46052FL000,ჰაერის ფილტრის წინა ხუფი,Subaru,Crosstrek,Crosstrek 18-,Suo Lun,26,40.0,GEL
79,no,000088,46052FL010,ჰაერის ფილტრის უკანა ხუფი,Subaru,Crosstrek,Crosstrek 18-,Suo Lun,0,50.0,GEL
80,no,000089,91123FL130,ცხაურა (ხრომი),Subaru,Crosstrek,Crosstrek 18-,Suo Lun,0,500.0,GEL
81,no,000090,91112FL120,წინა კრილოს მოლდინგი (RH),Subaru,Crosstrek,Crosstrek 18-,Suo Lun,0,100.0,GEL
82,no,000091,91112FL130,წინა კრილოს მოლდინგი (LH),Subaru,Crosstrek,Crosstrek 18-,Suo Lun,0,100.0,GEL
83,no,000092,57731FL051,სანისლე ბუდე (RH),Subaru,Crosstrek,Crosstrek 18-,Suo Lun,0,100.0,GEL
84,no,000093,,სანისლე ბუდე (LH),Subaru,Crosstrek,Crosstrek 18-,Suo Lun,0,100.0,GEL
85,no,000094,45121FL000,ვინტილატორის ზბორი,Subaru,Crosstrek,Crosstrek 18-,Suo Lun,0,130.0,GEL
86,no,000095,57229SG0009PPFM,კაპოტი,Subaru,Forester,Forester 12-18,Gordon,0,470.0,GEL
87,no,000096,,წინა კრილო (LH),Subaru,Forester,Forester 12-18,Gordon,0,130.0,GEL
88,no,000097,,წინა კრილო (RH),Subaru,Forester,Forester 12-18,Gordon,0,130.0,GEL
89,no,000098,84001SG081,წინა ფარი (RH),Subaru,Forester,Forester 12-15,Suo Lun,0,220.0,GEL
90,no,000099,84001SG091,წინა ფარი (LH),Subaru,Forester,Forester 12-15,Suo Lun,0,220.0,GEL
91,no,000100,SBA1005BR,წინა ფარი (RH) შავი,Subaru,Forester,Forester 12-15,Suo Lun,0,400.0,GEL
92,no,000101,SBA1005BL,წინა ფარი (LH) შავი,Subaru,Forester,Forester 12-15,Suo Lun,0,400.0,GEL
93,no,000102,84001SG101,წინა ფარი (RH)  სმოუქი,Subaru,Forester,Forester 12-15,Suo Lun,0,250.0,GEL
94,no,000103,84001SG111,წინა ფარი (LH)  სმოუქი,Subaru,Forester,Forester 12-15,Suo Lun,0,250.0,GEL
95,no,000104,57704SG021,წინა ბამპერი (ტურბინიანი),Subaru,Forester,Forester 12-15,Suo Lun,16,175.0,GEL
96,no,000105,57704SG001,წინა ბამპერი,Subaru,Forester,Forester 12-15,Suo Lun,11,150.0,GEL
97,no,000106,57704SG010,უკანა ბამპერი,Subaru,Forester,Forester 12-18,Suo Lun,0,175.0,GEL
98,no,000107,91121SG010,ზედა ცხაურა,Subaru,Forester,Forester 12-15,Suo Lun,7,45.0,GEL
99,no,000108,91121SG050,შუა ცხაურა,Subaru,Forester,Forester 12-15,Suo Lun,34,55.0,GEL
100,no,000109,91121SG040,ქვედა ცხაურა,Subaru,Forester,Forester 12-15,Suo Lun,21,80.0,GEL
101,no,000110,,ცხაურა შავი,Subaru,Forester,Forester 12-15,Suo Lun,0,300.0,GEL
102,no,000111,91165SG000,ცხაურის სამაგრი პლასმასი,Subaru,Forester,Forester 12-18,Suo Lun,4,25.0,GEL
103,no,000112,57731SG080,ნიკელიანი ბუდე (RH)  Sport,Subaru,Forester,Forester 12-15,Suo Lun,90,25.0,GEL
104,no,000113,57731SG090,ნიკელიანი ბუდე (LH)  Sport,Subaru,Forester,Forester 12-15,Suo Lun,86,25.0,GEL
105,no,000114,57731SG020,სანისლე ბუდე (RH),Subaru,Forester,Forester 12-15,Suo Lun,0,25.0,GEL
106,no,000115,57731SG030,სანისლე ბუდე (LH),Subaru,Forester,Forester 12-15,Suo Lun,0,25.0,GEL
107,no,000116,91059FJ000,სარკის ზედა ხუფი (RH),Subaru,Forester,Forester 12-15,Suo Lun,87,40.0,GEL
108,no,000117,91059FJ010,სარკის ზედა ხუფი (LH),Subaru,Forester,Forester 12-15,Suo Lun,85,40.0,GEL
109,no,000118,57731SG120,წინა ბამპერის წარბი (RH) Sport,Subaru,Forester,Forester 12-15,Suo Lun,0,10.0,GEL
110,no,000119,57731SG130,წინა ბამპერის წარბი (LH) Sport,Subaru,Forester,Forester 12-18,Suo Lun,0,10.0,GEL
111,no,000120,57731SG070,საბუქსირე ხუფი წინა Sport,Subaru,Forester,Forester 12-15,Suo Lun,17,10.0,GEL
112,no,000121,57731SG000,საბუქსირე ხუფი წინა,Subaru,Forester,Forester 12-15,Suo Lun,0,10.0,GEL
113,no,000122,57731SG010,საბუქსირე ხუფი უკანა,Subaru,Forester,Forester 12-18,Suo Lun,88,10.0,GEL
114,no,000123,57707SG000,წინა ფარის სალასკა (RH),Subaru,Forester,Forester 12-18,Suo Lun,0,25.0,GEL
115,no,000124,57707SG010,წინა ფარის სალასკა (LH),Subaru,Forester,Forester 12-18,Suo Lun,0,25.0,GEL
116,no,000125,86631SG020,წყლის ავზი,Subaru,Forester,Forester 12-18,Suo Lun,0,55.0,GEL
117,no,000126,86611SG010,წყლის ავზის მატორჩიკი წინა,Subaru,Forester,Forester 12-18,Suo Lun,12,15.0,GEL
118,no,000127,86611SG000,წყლის ავზის მატორჩიკი უკანა,Subaru,Forester,Forester 12-18,Suo Lun,11,15.0,GEL
119,no,000128,59110SG020,პადკრილნიკი (RH),Subaru,Forester,Forester 12-18,Suo Lun,0,50.0,GEL
120,no,000129,59110SG030,პადკრილნიკი (LH),Subaru,Forester,Forester 12-18,Suo Lun,0,50.0,GEL
121,no,000130,91112SG180,ბრიზგავიკი (RH),Subaru,Forester,Forester 12-18,Suo Lun,0,20.0,GEL
122,no,000131,91112SG190,ბრიზგავიკი (LH),Subaru,Forester,Forester 12-18,Suo Lun,0,20.0,GEL
123,no,000132,46012SG000,ჰაერის შემკრები,Subaru,Forester,Forester 12-18,Suo Lun,0,40.0,GEL
124,no,000133,57120SG0209P1,წინა კრილო (RH),Subaru,Forester,Forester 12-18,Suo Lun,0,130.0,GEL
125,no,000134,57120SG0309P1,წინა კრილო (LH),Subaru,Forester,Forester 12-18,Suo Lun,0,130.0,GEL
126,no,000135,57711SG0009P,წინა ბალკა,Subaru,Forester,Forester 12-18,Suo Lun,0,100.0,GEL
127,no,000136,53029SG000,ეკრანი,Subaru,Forester,Forester 12-18,Suo Lun,10,100.0,GEL
128,no,000137,57731SG060,უკანა ბამპერის ზაგლუშკა,Subaru,Forester,Forester 12-15,Suo Lun,75,20.0,GEL
129,no,000138,57707SG030,წინა კრილოს სალასკა (RH),Subaru,Forester,Forester 12-18,Suo Lun,0,10.0,GEL
130,no,000139,57707SG020,წინა კრილოს სალასკა (LH),Subaru,Forester,Forester 12-18,Suo Lun,0,10.0,GEL
131,no,000140,57707SG080,უკანა კრილოს სალასკა (RH),Subaru,Forester,Forester 12-18,Suo Lun,0,25.0,GEL
132,no,000141,57707SG090,უკანა კრილოს სალასკა (LH),Subaru,Forester,Forester 12-18,Suo Lun,0,25.0,GEL
133,no,000142,56410SG000,ძრავის დამცავი პლასმასი,Subaru,Forester,Forester 12-18,Suo Lun,0,70.0,GEL
134,no,000143,91121SG280,ქვედა ცხაურა,Subaru,Forester,Forester 16-18,Suo Lun,0,70.0,GEL
135,no,000144,57704SG030,წინა ბამპერი,Subaru,Forester,Forester 16-18,Suo Lun,0,175.0,GEL
136,no,000145,91121SG210,ზედა ცხაურა,Subaru,Forester,Forester 16-18,Suo Lun,0,45.0,GEL
137,no,000146,91121SG240,შუა ცხაურა,Subaru,Forester,Forester 16-18,Suo Lun,0,50.0,GEL
138,no,000147,57708SG000,წინა ბამპერის ნიკელი (RH),Subaru,Forester,Forester 16-18,Suo Lun,3,25.0,GEL
139,no,000148,57708SG010,წინა ბამპერის ნიკელი (LH),Subaru,Forester,Forester 16-18,Suo Lun,3,25.0,GEL
140,no,000149,84927SG020,სანისლე ბუდის შიდა სამაგრი (RH),Subaru,Forester,Forester 16-18,Suo Lun,13,15.0,GEL
141,no,000150,84927SG030,სანისლე ბუდის შიდა სამაგრი (LH),Subaru,Forester,Forester 16-18,Suo Lun,19,15.0,GEL
142,no,000151,57731SG220,წინა საბუქსირე ხუფი,Subaru,Forester,Forester 16-18,Suo Lun,0,10.0,GEL
143,no,000152,57229SJ0019PPFM,კაპოტი,Subaru,Forester,Forester 19-,Gordon,0,880.0,GEL
144,no,000153,57120SJ0109PPFM,წინა კრილო (LH),Subaru,Forester,Forester 19-,Gordon,0,220.0,GEL
145,no,000154,57120SJ0009PPFM,წინა კრილო (RH),Subaru,Forester,Forester 19-,Gordon,0,220.0,GEL
146,no,000155,,უკანა სტოპი (RH),Subaru,Forester,Forester 19-,Suo Lun,10,240.0,GEL
147,no,000156,,უკანა სტოპი (LH),Subaru,Forester,Forester 19-,Suo Lun,4,240.0,GEL
148,no,000157,91121SJ010,ზედა ცხაურა,Subaru,Forester,Forester 19-,Suo Lun,14,80.0,GEL
149,no,000158,91121SJ030,ზედა ცხაურა (ტოურინგი),Subaru,Forester,Forester 19-,Suo Lun,10,130.0,GEL
150,no,000159,91121SJ110,ქვედა ცხაურა,Subaru,Forester,Forester 19-,Suo Lun,21,100.0,GEL
151,no,000160,91121SJ130,ქვედა ცხაურა (ტოურინგი),Subaru,Forester,Forester 19-,Suo Lun,8,180.0,GEL
152,no,000161,91165SJ000,ცხაურის სამაგრი,Subaru,Forester,Forester 19-,Suo Lun,48,40.0,GEL
153,no,000162,57734SJ020,წინა ბამპერის ქვედა ტუჩი სილვერ,Subaru,Forester,Forester 19-,Suo Lun,52,90.0,GEL
154,no,000163,,სანისლე ბუდე ნიკელიანი (RH),Subaru,Forester,Forester 19-,Suo Lun,0,50.0,GEL
155,no,000164,,სანისლე ბუდე ნიკელიანი (LH),Subaru,Forester,Forester 19-,Suo Lun,0,50.0,GEL
156,no,000165,57731SJ140,სანისლე ბუდე შავი (RH) სპორტი,Subaru,Forester,Forester 19-,Suo Lun,12,60.0,GEL
157,no,000166,57731SJ150,სანისლე ბუდე შავი (LH) სპორტი,Subaru,Forester,Forester 19-,Suo Lun,0,60.0,GEL
158,no,000167,,სანისლე ბუდე ნიკელიანი ტოუ (RH),Subaru,Forester,Forester 19-,Suo Lun,18,65.0,GEL
159,no,000168,,სანისლე ბუდე ნიკელიანი ტოუ (LH),Subaru,Forester,Forester 19-,Suo Lun,16,65.0,GEL
160,no,000169,91059FL020,სარკის ზედა ხუფი (RH),Subaru,Forester,Forester 19-,Suo Lun,52,65.0,GEL
161,no,000170,91059FL030,სარკის ზედა ხუფი (LH),Subaru,Forester,Forester 19-,Suo Lun,42,65.0,GEL
162,no,000171,91054FL200,სარკის ქვედა ხუფი (RH),Subaru,Forester,Forester 19-,Suo Lun,32,30.0,GEL
163,no,000172,91054FL210,სარკის ქვედა ხუფი (LH),Subaru,Forester,Forester 19-,Suo Lun,20,30.0,GEL
164,no,000173,57731SJ000,საბუქსირე ხუფი წინა,Subaru,Forester,Forester 19-,Suo Lun,45,10.0,GEL
165,no,000174,57731SJ300,საბუქსირე ხუფი უკანა,Subaru,Forester,Forester 19-,Suo Lun,94,10.0,GEL
166,no,000175,,წინა ფარის სალასკა (RH),Subaru,Forester,Forester 19-,Suo Lun,0,35.0,GEL
167,no,000176,,წინა ფარის სალასკა (LH),Subaru,Forester,Forester 19-,Suo Lun,0,35.0,GEL
168,no,000177,,წინა კრილოს სალასკა (RH),Subaru,Forester,Forester 19-,Suo Lun,0,15.0,GEL
169,no,000178,,წინა კრილოს სალასკა (LH),Subaru,Forester,Forester 19-,Suo Lun,0,15.0,GEL
170,no,000179,57707SJ300,უკანა სტოპის სალასკა (RH),Subaru,Forester,Forester 19-,Suo Lun,0,20.0,GEL
171,no,000180,57707SJ310,უკანა სტოპის სალასკა (LH),Subaru,Forester,Forester 19-,Suo Lun,0,20.0,GEL
172,no,000181,57707SJ330,უკანა კრილოს სალასკა (LH),Subaru,Forester,Forester 19-,Suo Lun,0,20.0,GEL
173,no,000182,57707SJ320,უკანა კრილოს სალასკა (RH),Subaru,Forester,Forester 19-,Suo Lun,0,20.0,GEL
174,no,000183,59110SJ020,პადკრილნიკი (RH),Subaru,Forester,Forester 19-,Suo Lun,18,60.0,GEL
175,no,000184,59110SJ030,პადკრილნიკი (LH),Subaru,Forester,Forester 19-,Suo Lun,16,60.0,GEL
176,no,000185,53029SJ000,ეკრანი,Subaru,Forester,Forester 19-,Suo Lun,37,145.0,GEL
177,no,000186,57711SJ060,წინა ბალკა,Subaru,Forester,Forester 19-,Suo Lun,0,160.0,GEL
178,no,000187,45111-SJ000,წყლის რადიატორი,Subaru,Forester,Forester 19-,Suo Lun,401,115.0,GEL
179,no,000188,57704SJ010,წინა ბამპერი (USA TYPE),Subaru,Forester,Forester 19-,Suo Lun,47,225.0,GEL
180,no,000189,57704SJ300,უკანა ბამპერი,Subaru,Forester,Forester 19-,Suo Lun,20,235.0,GEL
181,no,000190,57704SJ310,უკანა ბამპერი (სპორტი),Subaru,Forester,Forester 19-,Suo Lun,15,180.0,GEL
182,no,000191,57734SJ000,წინა ბამპერის ქვედა ტუჩი შავი,Subaru,Forester,Forester 19-,Suo Lun,50,70.0,GEL
183,no,000192,91112SJ200,წინა კრილოს მოლდინგი (RH),Subaru,Forester,Forester 19-,Suo Lun,57,75.0,GEL
184,no,000193,91112SJ210,წინა კრილოს მოლდინგი (LH),Subaru,Forester,Forester 19-,Suo Lun,67,75.0,GEL
185,no,000194,91112SJ300,უკანა კარის მოლდინგი (RH),Subaru,Forester,Forester 19-,Suo Lun,28,80.0,GEL
186,no,000195,91112SJ310,უკანა კარის მოლდინგი (LH),Subaru,Forester,Forester 19-,Suo Lun,22,80.0,GEL
187,no,000196,91112SJ340,უკანა კრილოს მოლდინგი (RH),Subaru,Forester,Forester 19-,Suo Lun,13,70.0,GEL
188,no,000197,91112SJ350,უკანა კრილოს მოლდინგი (LH),Subaru,Forester,Forester 19-,Suo Lun,19,70.0,GEL
189,no,000198,57731SJ350,უკანა ბამპერის ზაგლუშკა,Subaru,Forester,Forester 19-,Suo Lun,49,20.0,GEL
190,no,000199,86631FL040,წყლის ავზი,Subaru,Forester,Forester 19-,Suo Lun,0,65.0,GEL
191,no,000200,46012SJ000,ჰაერის შემკრები,Subaru,Forester,Forester 19-,Suo Lun,12,45.0,GEL
192,no,000201,57704AL01A,წინა ბამპერი,Subaru,Outback,Outback 15-17,Suo Lun,0,370.0,GEL
193,no,000202,91121AL05A,ცხაურა,Subaru,Outback,Outback 15-17,Suo Lun,0,95.0,GEL
194,no,000203,57731AL190,ბამპერის ქვედა ბადე,Subaru,Outback,Outback 15-17,Suo Lun,0,50.0,GEL
195,no,000204,57705AL070,ბამპერის ქვედა სამაგრი,Subaru,Outback,Outback 15-17,Suo Lun,0,60.0,GEL
196,no,000205,91165AL010,ცხაურის სამაგრი,Subaru,Outback,Outback 15-17,Suo Lun,29,35.0,GEL
197,no,000206,57734AL000,წინა ბამპერის ქვედა ტუჩი,Subaru,Outback,Outback 15-17,Suo Lun,27,100.0,GEL
198,no,000207,57734AL040,უკანა ბამპერის ქვედა ტუჩი,Subaru,Outback,Outback 15-17,Suo Lun,37,80.0,GEL
199,no,000208,57731AL170,საბუქსირე ხუფი წინა,Subaru,Outback,Outback 15-17,Suo Lun,256,10.0,GEL
200,no,000209,57731AL390,საბუქსირე ხუფი უკანა,Subaru,Outback,Outback 15-17,Suo Lun,99,10.0,GEL
201,no,000210,57707AL00A,წინა ფარის სალასკა (RH),Subaru,Outback,Outback 15-17,Suo Lun,0,30.0,GEL
202,no,000211,57707AL01A,წინა ფარის სალასკა (LH),Subaru,Outback,Outback 15-17,Suo Lun,0,30.0,GEL
203,no,000212,57707AL080,წინა კრილოს სალასკა (RH),Subaru,Outback,Outback 15-17,Suo Lun,167,15.0,GEL
204,no,000213,57707AL090,წინა კრილოს სალასკა (LH),Subaru,Outback,Outback 15-17,Suo Lun,156,15.0,GEL
205,no,000214,57707AL22A,უკანა კრილოს სალასკა (RH),Subaru,Outback,Outback 15-17,Suo Lun,43,20.0,GEL
206,no,000215,57707AL23A,უკანა კრილოს სალასკა (LH),Subaru,Outback,Outback 15-17,Suo Lun,40,20.0,GEL
207,no,000216,59110AL060,პადკრილნიკი (RH),Subaru,Outback,Outback 15-17,Suo Lun,0,80.0,GEL
208,no,000217,84501AL09A,ტუმანიკი (RH),Subaru,Outback,Outback 15-17,Suo Lun,84,85.0,GEL
209,no,000218,84501AL10A,ტუმანიკი (LH),Subaru,Outback,Outback 15-17,Suo Lun,65,85.0,GEL
210,no,000219,57704AL130,უკანა ბამპერი,Subaru,Outback,Outback 15-17,Suo Lun,0,400.0,GEL
211,no,000220,57229AL011,კაპოტი (ალუმინი),Subaru,Outback,Outback 15-17,Suo Lun,0,1000.0,GEL
212,no,000221,57120AL070,წინა კრილო (RH),Subaru,Outback,Outback 15-17,Suo Lun,0,200.0,GEL
213,no,000222,57120AL080,წინა კრილო (LH),Subaru,Outback,Outback 15-17,Suo Lun,0,200.0,GEL
214,no,000223,57711AL020,წინა ბალკა,Subaru,Outback,Outback 15-17,Suo Lun,0,400.0,GEL
215,no,000224,53029AL120,ეკრანი,Subaru,Outback,Outback 15-17,Suo Lun,0,330.0,GEL
216,no,000225,57731AL49A,ბამპერის ქვედა ბადე,Subaru,Outback,Outback 18-19,Suo Lun,69,45.0,GEL
217,no,000226,57707AL41A,წინა ფარის სალასკა (LH),Subaru,Outback,Outback 18-19,Suo Lun,18,35.0,GEL
218,no,000227,57707AL40A,წინა ფარის სალასკა (RH),Subaru,Outback,Outback 18-19,Suo Lun,24,35.0,GEL
219,no,000228,91121AL17B,ცხაურა სტანდარტული,Subaru,Outback,Outback 18-19,Suo Lun,90,100.0,GEL
220,no,000230,91121AL16B,ცხაურა ხრომი,Subaru,Outback,Outback 18-19,Suo Lun,0,400.0,GEL
221,no,000231,57707AN04A,წინა კრილოს სალასკა (RH),Subaru,Outback,Outback 20-,Suo Lun,91,15.0,GEL
222,no,000232,57707AN05A,წინა კრილოს სალასკა (LH),Subaru,Outback,Outback 20-,Suo Lun,99,15.0,GEL
