row,is_original_text_match,code,oem,name,brand,model,generation,manufacturer,qty,dealer_price,currency
474,no,000791,84912SG141,უკანა სტოპი (RH),Subaru,Forester,Forester 16-18,TYC,20,300.0,GEL
475,no,000793,84201FL02A,უკანა სტოპი (RH),Subaru,Crosstrek,Crosstrek 18-,TYC,32,200.0,GEL
476,no,000794,84201FL12A,უკანა სტოპი (RH),Subaru,Crosstrek,Crosstrek 21-,TYC,16,200.0,GEL
477,no,000795,84201FL03A,უკანა სტოპი (LH),Subaru,Crosstrek,Crosstrek 18-,TYC,27,200.0,GEL
478,no,000796,84201FL13A,უკანა სტოპი (LH),Subaru,Crosstrek,Crosstrek 21-,TYC,7,200.0,GEL
479,no,000797,84912SJ060,უკანა სტოპი (RH),Subaru,Forester,Forester 19-,TYC,10,290.0,GEL
480,no,000798,84912SJ070,უკანა სტოპი (LH),Subaru,Forester,Forester 19-,TYC,8,290.0,GEL
481,no,000799,84201AN02A,უკანა სტოპი (RH),Subaru,Outback,Outback 20-,TYC,22,260.0,GEL
482,no,000800,84201AN03A,უკანა სტოპი (LH),Subaru,Outback,Outback 20-,TYC,16,260.0,GEL
483,no,000801,84281FG000,უკანა ამრეკლი (RH),Subaru,Ascent,Ascent 19-,TYC,87,20.0,GEL
484,no,000802,84281FG010,უკანა ამრეკლი (LH),Subaru,Ascent,Ascent 19-,TYC,88,20.0,GEL
485,no,000803,84281SC000,უკანა ამრეკლი (RH),Subaru,Forester,Forester 12-18,TYC,28,15.0,GEL
486,no,000804,84281SC010,უკანა ამრეკლი (LH),Subaru,Forester,Forester 12-18,TYC,31,15.0,GEL
487,no,000805,84912AL07A,ბაგაჟის უკანა სტოპი (RH),Subaru,Outback,Outback 15-19,TYC,1,140.0,GEL
488,no,000807,84281AL00A,უკანა ამრეკლი (RH),Subaru,Outback,Outback 15-19,TYC,47,20.0,GEL
489,no,000808,84281AL01A,უკანა ამრეკლი (LH),Subaru,Outback,Outback 15-19,TYC,46,20.0,GEL
490,no,000809,84551SJ000,უკანა ამრეკლი (RH),Subaru,Forester,Forester 19-,TYC,39,50.0,GEL
491,no,000810,84551SJ010,უკანა ამრეკლი (LH),Subaru,Forester,Forester 19-,TYC,51,50.0,GEL
492,no,000811,84912SJ080,ბაგაჟის უკანა სტოპი (RH),Subaru,Forester,Forester 19-,TYC,18,260.0,GEL
493,no,000812,84912SJ090,ბაგაჟის უკანა სტოპი (LH),Subaru,Forester,Forester 19-,TYC,17,260.0,GEL
494,no,000815,84912FL061,ბაგაჟის უკანა სტოპი (RH),Subaru,Crosstrek,Crosstrek 18-,TYC,5,180.0,GEL
495,no,000816,84912FL071,ბაგაჟის უკანა სტოპი (LH),Subaru,Crosstrek,Crosstrek 18-,TYC,7,180.0,GEL
496,no,000817,84501AJ09A,სანისლე ფარი (RH),Subaru,Outback,Outback 15-19,TYC,3,90.0,GEL
497,no,000819,84001FJ081,წინა ფარი (RH),Subaru,XV,XV 12-15,TYC,11,315.0,GEL
498,no,000820,84001FJ091,წინა ფარი (LH),Subaru,XV,XV 12-15,TYC,14,315.0,GEL
499,no,000827,84001FL100,წინა ფარი (RH),Subaru,Crosstrek,Crosstrek 18-,TYC,24,320.0,GEL
500,no,000830,84001AL11A,წინა ფარი (LH),Subaru,Outback,Outback 18-19,TYC,1,420.0,GEL
501,no,000833,84002AN10A,წინა ფარი (RH),Subaru,Outback,Outback 20-,TYC,8,540.0,GEL
502,no,000834,84001FJ540,წინა ფარი (RH),Subaru,XV,XV 16-17,TYC,8,380.0,GEL
503,no,000835,84001FJ550,წინა ფარი (LH),Subaru,XV,XV 16-17,TYC,15,380.0,GEL
504,no,000836,59110SG011,პადკრილნიკი (LH),Subaru,Forester,Forester 12-18,TYG,77,60.0,GEL
505,no,000837,59110SG001,პადკრილნიკი (RH),Subaru,Forester,Forester 12-18,TYG,77,60.0,GEL
506,no,000839,59110SJ030,პადკრილნიკი (LH),Subaru,Forester,Forester 19-,TYG,55,65.0,GEL
507,no,000840,59110SJ020,პადკრილნიკი (RH),Subaru,Forester,Forester 19-,TYG,27,65.0,GEL
508,no,000846,57704FL21A,უკანა ბამპერი - სედანი,Subaru,Impreza,Impreza 17-19,TYG,2,200.0,GEL
509,no,000847,91123FL02B,ცხაურის ჩარჩო (ქრომი),Subaru,Impreza,Impreza 17-19,TYG,4,70.0,GEL
510,no,000848,91123FL01B,ცხაურის მოლდინგი შავი (LH),Subaru,Impreza,Impreza 17-19,TYG,9,35.0,GEL
511,no,000849,91123FL05B,ცხაურის მოლდინგი ქრომი (LH),Subaru,Impreza,Impreza 17-19,TYG,5,35.0,GEL
512,no,000850,91123FL04B,ცხაურის მოლდინგი ქრომი (RH),Subaru,Impreza,Impreza 17-19,TYG,8,35.0,GEL
513,no,000852,59110FL050,პადკრილნიკი (LH),Subaru,Crosstrek,Crosstrek 18-,TYG,36,60.0,GEL
514,no,000854,91112FL112,კარნიზის პლასმასი (LH),Subaru,Crosstrek,Crosstrek 18-,TYG,26,160.0,GEL
515,no,000855,91112FL102,კარნიზის პლასმასი (RH),Subaru,Crosstrek,Crosstrek 18-,TYG,28,170.0,GEL
516,no,000858,59110FJ010,პადკრილნიკი (LH),Subaru,Impreza,Impreza 12-16,TYG,23,50.0,GEL
517,no,000859,59110FJ000,პადკრილნიკი (RH),Subaru,Impreza,Impreza 12-16,TYG,22,50.0,GEL
518,no,000863,57705AL02A,წინა ბამპერის სამაგრი რკინა,Subaru,Outback,Outback 15-19,TYG,37,30.0,GEL
519,no,000864,57731AL03A,წინა ბამპერის ქვედა ბადე,Subaru,Outback,Outback 15-17,TYG,6,35.0,GEL
520,no,000865,57702AN11A,უკანა ბამპერი პარკინგით,Subaru,Outback,Outback 20-,TYG,18,230.0,GEL
521,no,000866,57734AN00A,წინა ბამპერის ქვედა ტუჩი (Silver),Subaru,Outback,Outback 20-,TYG,23,130.0,GEL
522,no,000867,57707SG090,უკანა კრილოს სალასკა (LH),Subaru,Forester,Forester 12-18,TYG,30,15.0,GEL
523,no,000868,57707SG080,უკანა კრილოს სალასკა (RH),Subaru,Forester,Forester 12-18,TYG,30,15.0,GEL
524,no,000869,57707SJ310,უკანა სტოპის სალასკა (LH),Subaru,Forester,Forester 19-,TYG,34,20.0,GEL
525,no,000870,57707SJ300,უკანა სტოპის სალასკა (RH),Subaru,Forester,Forester 19-,TYG,37,20.0,GEL
526,no,000871,57707SJ330,უკანა კრილოს სალასკა (LH),Subaru,Forester,Forester 19-,TYG,63,20.0,GEL
527,no,000872,57707SJ320,უკანა კრილოს სალასკა (RH),Subaru,Forester,Forester 19-,TYG,63,20.0,GEL
528,no,000873,91112FJ150,კარნიზის მოლდინგი (LH),Subaru,XV,XV 12-17,TYG,3,150.0,GEL
529,no,000874,91112FJ140,კარნიზის მოლდინგი (RH),Subaru,XV,XV 12-17,TYG,2,150.0,GEL
530,no,000875,57707FL410,უკანა კრილოს სალასკა (LH),Subaru,Crosstrek,Crosstrek 18-,TYG,27,15.0,GEL
531,no,000876,57707FL400,უკანა კრილოს სალასკა (RH),Subaru,Crosstrek,Crosstrek 18-,TYG,31,15.0,GEL
532,no,000877,57707FL470,უკანა სტოპის სალასკა (LH),Subaru,Crosstrek,Crosstrek 18-,TYG,64,20.0,GEL
533,no,000878,57707FL460,უკანა სტოპის სალასკა (RH),Subaru,Crosstrek,Crosstrek 18-,TYG,63,20.0,GEL
534,no,000879,57731SG030,სანისლე ბუდე (LH),Subaru,Forester,Forester 12-15,TYG,40,20.0,GEL
535,no,000880,57731SG020,სანისლე ბუდე (RH),Subaru,Forester,Forester 12-15,TYG,28,20.0,GEL
536,no,000882,57734SJ080,წინა ბამპერის ქვედა ტუჩი (შავი),Subaru,Forester,Forester 22-,Suo Lun,8,60.0,GEL
537,no,000883,57734SJ330,უკანა ბამპერის ქვედა ტუჩი (სილვერი),Subaru,Forester,Forester 22-,Suo Lun,12,100.0,GEL
538,no,000884,57734SJ340,უკანა ბამპერის ქვედა ტუჩი (Sport),Subaru,Forester,Forester 22-,Suo Lun,15,100.0,GEL
539,no,000886,91112AL480,კარის პატარ მოლდინგი (RH),Subaru,Outback,Outback 15-19,Suo Lun,84,20.0,GEL
540,no,000887,91112AL490,კარის პატარ მოლდინგი (LH),Subaru,Outback,Outback 15-19,Suo Lun,80,20.0,GEL
541,no,000888,57705AN02A,წინა ბამპერის სამაგრი რკინა,Subaru,Outback,Outback 20-,Suo Lun,45,90.0,GEL
542,no,000889,57707AN36A,უკანა კრილოს სალასკა (RH),Subaru,Outback,Outback 20-,Suo Lun,3,25.0,GEL
543,no,000890,57707AN37A,უკანა კრილოს სალასკა (LH),Subaru,Outback,Outback 20-,Suo Lun,18,25.0,GEL
544,no,000891,57707AN07A,ბამპერის ქვედა ბრეკეტი,Subaru,Outback,Outback 20-,Suo Lun,44,80.0,GEL
545,no,000893,73210AL00A,კონდინციონერის რადიატორი,Subaru,Outback,Outback 15-19,Suo Lun,155,120.0,GEL
546,no,000894,45111AL04A,წყლის რადიატორი,Subaru,Outback,Outback 15-19,Suo Lun,187,100.0,GEL
547,no,000898,86631FL040PFM,წყლის ავზი (ზბორი),Subaru,Forester,Forester 19-,TYG,25,150.0,GEL
548,no,000899,86631AL01APFM,წყლის ავზი (ზბორი ),Subaru,Outback,Outback 15-19,TYG,9,170.0,GEL
549,no,000901,,SAE 5W-30 (1ლ) სინთეთური ძრავის ზეთი Synthetic Motor Oil,ზეთები,ზეთები,,Amsoil,13,,GEL
550,no,000902,,SAE 5W-30 (4) სინთეთური ძრავის ზეთი Synthetic Motor Oil,ზეთები,ზეთები,,Amsoil,4,,GEL
551,no,000903,,SAE 0W-20 OE (208) სინთეთური ძრავის ზეთი Synthetic Motor Oil,ზეთები,ზეთები,,Amsoil,383.7,,GEL
552,no,000905,,SAE 0W-20 (1ლ) სინთეთური ძრავის ზეთი Synthetic Motor Oil,ზეთები,ზეთები,,Amsoil,47,,GEL
553,no,000906,,SAE 0W-20 (4) სინთეთური ძრავის ზეთი Synthetic Motor Oil,ზეთები,ზეთები,,Amsoil,50,,GEL
554,no,000907,,SAE 5W-30 OE (1ლ) სინთეთური ძრავის ზეთი Synthetic Motor Oil,ზეთები,ზეთები,,Amsoil,199,,GEL
555,no,000910,,SAE 0W-20 OE (1ლ) სინთეთური ძრავის ზეთი Synthetic Motor Oil,ზეთები,ზეთები,,Amsoil,103,,GEL
556,no,000911,,ტრანსმისიის ზეთი VAL AXLE OIL 75W90 12/1 L SW - ხიდი,ზეთები,ზეთები,,Valvoline,71,,GEL
557,no,000912,,ძრავის ზეთი SYNPOWER FE 5W30 12/1 L SW,ზეთები,ზეთები,,Valvoline,54,,GEL
558,no,000915,,ძრავის ზეთი SYNPOWER MST C5 0W20 12/1 L SW,ზეთები,ზეთები,,Valvoline,67,,GEL
559,no,000917,,ჰიბრიდის ზეთი VAL HYBRID C5 0W20 12/1 LSW,ზეთები,ზეთები,,Valvoline,92,,GEL
560,no,000920,,AL BRAKE & CLUTCH FLUID DOT 4 12/1 L,ზეთები,ზეთები,,Valvoline,1,,GEL
561,no,000921,,ზეთის ფილტრი /OIL FILETR - Subaru,ზეთები,ზეთები,,UFI,553,,GEL
562,no,000940,,ზეთის ფილტრი /OIL FILTER - Kona,ზეთები,ზეთები,,UFI,14,,GEL
563,no,000941,,ზეთის ფილტრი /OIL FILTER - Sonata/Optima,ზეთები,ზეთები,,UFI,13,,GEL
564,no,000943,,ანტიფრიზი - VAL AFC 11 CONC 12/1 L SW EEE,ზეთები,ზეთები,,Valvoline,34,,GEL
565,no,000944,,გამოხდილი წყალი 1ლ,ზეთები,ზეთები,,SKIPPER,434,,GEL
566,no,000945,,კარობკის ზეთი CVT FLUID,ზეთები,ზეთები,,Amsoil,255,,GEL
567,no,000946,,SYNPOWER DX1 0W20 12/1 L SW,ზეთები,ზეთები,,Valvoline,33,,GEL
568,no,000950,28373FG000,წინა ცაბკა,Subaru,XV,XV 12-15,AJSparts,18,130.0,GEL
569,no,000953,20470AJ010,უკანა სტერჟინი,Subaru,Forester,Forester 12-18,AJSparts,42,15.0,GEL
570,no,000958,,წინა ცაბკის შპილკები,Volkswagen,Jetta,VW Jetta 11-18,AJSparts,10,7.0,GEL
571,no,000960,,შარავოი (LH),Volkswagen,Jetta,VW Jetta 11-18,AJSparts,8,15.0,GEL
572,no,000961,,შარავოი (RH),Volkswagen,Jetta,VW Jetta 11-18,AJSparts,2,15.0,GEL
573,no,000967,91112FJ150,კარნიზის პლასმასი (LH),Subaru,XV,XV 12-17,Suo Lun,2,130.0,GEL
574,no,000968,57731AN39A,უკანა ბამპერის საბუქსირე,Subaru,Outback,Outback 20-,Suo Lun,164,10.0,GEL
575,no,000969,56410AL050,მატორის დამცავი,Subaru,Outback,Outback 15-19,Suo Lun,8,120.0,GEL
576,no,000970,84281AL00A,უკანა ამრეკლი (RH),Subaru,Outback,Outback 15-19,Suo Lun,41,20.0,GEL
577,no,000971,84281AL01A,უკანა ამრეკლი (LH),Subaru,Outback,Outback 15-19,Suo Lun,46,20.0,GEL
578,no,000972,84501AN020,ლედ ტუმანიკი (RH),Subaru,Forester,Forester 22-,Suo Lun,9,140.0,GEL
579,no,000973,84501AN030,ლედ ტუმანიკი (LH),Subaru,Forester,Forester 22-,Suo Lun,9,140.0,GEL
580,no,000976,73210FL100,კონდინციონერის რადიატორი,Subaru,Crosstrek,Crosstrek 18-,Suo Lun,257,100.0,GEL
581,no,000978,5C6807217,წინა ბამპერის კომპლექტი (GLI),Volkswagen,Jetta,VW Jetta 11-18,Suo Lun,7,650.0,GEL
582,no,000979,5C0937132,მცველების ყუთი,Volkswagen,Jetta,VW Jetta 11-18,Suo Lun,48,22.0,GEL
583,no,000981,5Q093732D,მცველების ყუთი,Volkswagen,Jetta,VW Jetta 19-,Suo Lun,30,20.0,GEL
584,no,000982,1K0145803BP,რადიატორი (ტურბო) 1.8,Volkswagen,Jetta,VW Jetta 11-18,Suo Lun,169,80.0,GEL
585,no,000983,180121251A,წყლის რადიატორი 2.0,Volkswagen,Jetta,VW Jetta 11-18,Suo Lun,9,80.0,GEL
586,no,000984,5C0121251M,წყლის რადიატორი 1.4/1.8,Volkswagen,Jetta,VW Jetta 11-18,Suo Lun,303,80.0,GEL
587,no,000985,5QD21251G,წყლის რადიატორი 1.4,Volkswagen,Jetta,VW Jetta 19-,Suo Lun,425,80.0,GEL
588,no,000986,5C082041k,კონდინციონერის რადიატორი (ძველი),Volkswagen,Jetta,VW Jetta 11-15,Suo Lun,170,80.0,GEL
589,no,000988,5Q0816411,კონდინციონერის რადიატორი,Volkswagen,Jetta,VW Jetta 19-,Suo Lun,444,80.0,GEL
590,no,000990,04E 129 709,კოლექტორი,Volkswagen,Jetta,VW Jetta 11-18,Suo Lun,55,80.0,GEL
591,no,000996,5QD 407 621,ცაბკა,Volkswagen,Jetta,VW Jetta 11-18,Suo Lun,30,75.0,GEL
592,no,000998,,აირბეგის ხუფი,Subaru,Crosstrek,Crosstrek 18-,Suo Lun,86,35.0,GEL
593,no,000999,,გამოსარეცხი სითხე 250ML lime,ზეთები,ზეთები,,,7,,GEL
594,no,001064,56410SG001PFM,ძრავის დამცავი,Subaru,Forester,Forester 12-18,TYG,4,110.0,GEL
595,no,001065,86631SG020PFM,წყლის ავზი (ზბორი ),Subaru,Forester,Forester 12-18,TYG,1,170.0,GEL
596,no,001066,57731SJ130,სანისლე ბუდე ტოურინგი (LH),Subaru,Forester,Forester 19-,TYG,16,75.0,GEL
597,no,001067,57731SJ120,სანისლე ბუდე ტოურინგი (RH),Subaru,Forester,Forester 19-,TYG,14,75.0,GEL
598,no,001069,57731SJ060,სანისლე ბუდე ლიმიტედი (RH),Subaru,Forester,Forester 19-,TYG,3,75.0,GEL
599,no,001070,57731SJ570,სანისლე ბუდე ნიკელიანი ტოუ (LH),Subaru,Forester,Forester 22-,TYG,31,170.0,GEL
600,no,001071,57731SJ560,სანისლე ბუდე ნიკელიანი ტოუ (RH),Subaru,Forester,Forester 22-,TYG,28,170.0,GEL
601,no,001072,57734AN11A,უკანა ბამპერის ქვედა ტუჩი (Silver),Subaru,Outback,Outback 20-,TYG,19,180.0,GEL
602,no,001073,86631FJ300PFM,წყლის ავზი (ზბორი),Subaru,XV,XV 12-17,TYG,29,140.0,GEL
603,no,001074,91036VA071PFM,სარკე (LH),Subaru,XV,XV 12-17,TYG,3,210.0,GEL
604,no,001075,91036VA061PFM,სარკე (RH),Subaru,XV,XV 12-17,TYG,2,210.0,GEL
605,no,001076,59110XC01APFM,პადკრილნიკი (LH),Subaru,Ascent,Ascent 19-,TYG,11,60.0,GEL
606,no,001077,59110XC00APFM,პადკრილნიკი (RH),Subaru,Ascent,Ascent 19-,TYG,5,60.0,GEL
607,no,001079,53029FN0309P,ეკრანი შუა,Subaru,Crosstrek,Crosstrek 24-,TYG,9,50.0,GEL
608,no,001080,53029FN00A9P,ეკრანი ზედა,Subaru,Crosstrek,Crosstrek 24-,TYG,8,150.0,GEL
609,no,001081,53029FN05A9P,ეკრანი ქვედა,Subaru,Crosstrek,Crosstrek 24-,TYG,11,150.0,GEL
610,no,001082,51231FN0009P,ეკრანის ძირი,Subaru,Crosstrek,Crosstrek 24-,TYG,11,120.0,GEL
611,no,001084,91123FL27A,ცხაურის მოლდინგი შავი (LH),Subaru,Impreza,Impreza 20-,TYG,7,50.0,GEL
612,no,001085,91123FL26A,ცხაურის მოლდინგი შავი (RH),Subaru,Impreza,Impreza 20-,TYG,7,50.0,GEL
613,no,001086,57704AJ07A,უკანა ბამპერი,Subaru,Outback,Outback 10-14,TYG,18,370.0,GEL
614,no,001087,57704AJ12A,წინა ბამპერი,Subaru,Outback,Outback 10-14,TYG,15,180.0,GEL
615,no,001089,57120AJ07A9P,წინა კრილო (LH),Subaru,Outback,Outback 10-14,TYG,25,72.0,GEL
616,no,001091,59120AJ03C,პადკრილნიკი (LH),Subaru,Outback,Outback 10-14,TYG,14,70.0,GEL
617,no,001092,59120AJ02C,პადკრილნიკი (RH),Subaru,Outback,Outback 10-14,TYG,5,70.0,GEL
618,no,001093,57229AJ00A9P,კაპოტი,Subaru,Outback,Outback 10-14,TYG,25,280.0,GEL
619,no,001094,57705XC00A,ცხაურის სამაგრი რკინა,Subaru,Ascent,Ascent 19-,TYG,19,120.0,GEL
620,no,001095,86631SG020PFM,წყლის ავზი,Subaru,Forester,Forester 12-18,TYG,9,160.0,GEL
621,no,001096,91059AL00A,სარკის ზედა ხუფი (LH),Subaru,Outback,Outback 15-19,TYG,28,35.0,GEL
622,no,001097,91059AL01A,სარკის ზედა ხუფი (RH),Subaru,Outback,Outback 15-19,TYG,25,35.0,GEL
623,no,001098,45150AN00A,რაშირიტელი,Subaru,Outback,Outback 20-,TYG,3,40.0,GEL
624,no,001099,57707FJ170,უკანა კრილოს სალასკა (LH),Subaru,XV,XV 12-17,TYG,41,15.0,GEL
625,no,001100,57707FJ160,უკანა კრილოს სალასკა (RH),Subaru,XV,XV 12-17,TYG,37,15.0,GEL
626,no,001103,20320-FG000,ამორტიზატორის ჩაშკა Tribeca,Subaru,Forester,Forester 12-18,AJSparts,4,40.0,GEL
627,no,001104,57704FN200,წინა ბამპერი,Subaru,Crosstrek,Crosstrek 24-,Suo Lun,14,300.0,GEL
628,no,001105,57704FN600,უკანა ბამპერი,Subaru,Crosstrek,Crosstrek 24-,Suo Lun,12,300.0,GEL
629,no,001107,56410AN00A,ძრავის დამცავი პლასმასი,Subaru,Outback,Outback 20-,Suo Lun,37,100.0,GEL
630,no,001109,91121AN20A/21A,ცხაურა,Subaru,Outback,Outback 23-,Suo Lun,24,210.0,GEL
631,no,001111,91165FJ000,ცხაურის სამაგრი,Subaru,XV,XV 12-17,Suo Lun,46,30.0,GEL
632,no,001112,57731FL750,წინა ბამპერის საბუქსირე,Subaru,Crosstrek,Crosstrek 21-,Suo Lun,336,10.0,GEL
633,no,001113,46052FJ010,ჰაერის ფილტრის წინა ხუფი,Subaru,XV,XV 12-17,Suo Lun,35,35.0,GEL
634,no,001114,46012FJ000,ჰაერის შემკრები,Subaru,XV,XV 12-17,Suo Lun,39,40.0,GEL
635,no,001115,46012FL000,ჰაერის შემკრები,Subaru,Crosstrek,Crosstrek 18-,Suo Lun,48,40.0,GEL
636,no,001116,57731FN420,წინა ბამპერის ქვედა ბადე,Subaru,Crosstrek,Crosstrek 24-,Suo Lun,37,50.0,GEL
637,no,001117,57731FN000,ცხაურის სამაგრი,Subaru,Crosstrek,Crosstrek 24-,Suo Lun,34,60.0,GEL
638,no,001119,57731FN230,სანისლე ბუდე (LH),Subaru,Crosstrek,Crosstrek 24-,Suo Lun,7,65.0,GEL
639,no,001122,57731FN45A,წინა ბამპერის საბუქსირე ხუფი,Subaru,Crosstrek,Crosstrek 24-,Suo Lun,195,10.0,GEL
640,no,001123,57731FN69A,უკანა ბამპერის საბუქსირე ხუფი,Subaru,Crosstrek,Crosstrek 24-,Suo Lun,140,10.0,GEL
641,no,001126,91059FN110/130,სარკის ქვედა ხუფი (RH),Subaru,Crosstrek,Crosstrek 24-,Suo Lun,1,35.0,GEL
642,no,001127,91059FN100/120,სარკის ქვედა ხუფი (LH),Subaru,Crosstrek,Crosstrek 24-,Suo Lun,2,35.0,GEL
643,no,001128,57731AL06A,სანისლე ბუდე (RH) (ღია),Subaru,Legacy,Legacy 15-19,Suo Lun,18,35.0,GEL
644,no,001129,57731AL07A,სანისლე ბუდე (LH) (ღია),Subaru,Legacy,Legacy 15-19,Suo Lun,18,35.0,GEL
645,no,001130,57731AL56A,სანისლე ბუდე (RH) (დახურული),Subaru,Legacy,Legacy 18-19,Suo Lun,18,40.0,GEL
646,no,001131,57731AL57A,სანისლე ბუდე (LH) (დახურული),Subaru,Legacy,Legacy 18-19,Suo Lun,23,40.0,GEL
647,no,001132,57707FN000,წინა ფარის სალასკა (LH),Subaru,Crosstrek,Crosstrek 24-,Suo Lun,68,40.0,GEL
648,no,001133,57707FN010,წინა ფარის სალასკა (RH),Subaru,Crosstrek,Crosstrek 24-,Suo Lun,54,40.0,GEL
649,no,001134,57707FN200,წინა კრილოს სალასკა (LH),Subaru,Crosstrek,Crosstrek 24-,Suo Lun,37,15.0,GEL
650,no,001135,57707FN210,წინა კრილოს სალასკა (RH),Subaru,Crosstrek,Crosstrek 24-,Suo Lun,34,15.0,GEL
651,no,001136,57707FN500,უკანა კრილოს სალასკა (LH),Subaru,Crosstrek,Crosstrek 24-,Suo Lun,31,20.0,GEL
652,no,001137,57707FN510,უკანა კრილოს სალასკა (RH),Subaru,Crosstrek,Crosstrek 24-,Suo Lun,32,20.0,GEL
653,no,001138,57707FN600,უკანა სტოპის სალასკა (LH),Subaru,Crosstrek,Crosstrek 24-,Suo Lun,38,20.0,GEL
654,no,001139,57707FN610,უკანა სტოპის სალასკა (RH),Subaru,Crosstrek,Crosstrek 24-,Suo Lun,45,20.0,GEL
655,no,001140,84502FL000,სანისლე ფარი (RH),Subaru,Impreza,Impreza 17-19,Suo Lun,5,135.0,GEL
656,no,001141,84502FL010,სანისლე ფარი  (LH),Subaru,Impreza,Impreza 17-19,Suo Lun,5,135.0,GEL
657,no,001142,46012AL000,ჰაერის შემკრები,Subaru,Outback,Outback 15-19,Suo Lun,3,40.0,GEL
658,no,001143,91423SJ002,ლაბავოის სამკუთხედი (RH),Subaru,Forester,Forester 19-,Suo Lun,46,20.0,GEL
659,no,001144,91423SJ003,ლაბავოის სამკუთხედი (LH),Subaru,Forester,Forester 19-,Suo Lun,39,20.0,GEL
660,no,001147,57731FJ220,წინა ბამპერის საბუქსირე,Subaru,XV,XV 12-15,Suo Lun,40,10.0,GEL
661,no,001148,86611AN00A,წყლის ავზის მატორჩიკი,Subaru,Outback,Outback 20-,Suo Lun,16,30.0,GEL
662,no,001149,57711AL07B9P,წინა ბალკა,Subaru,Outback,Outback 15-19,Suo Lun,16,230.0,GEL
663,no,001151,,სანისლე ბუდე (LH),Subaru,Legacy,Legacy 18-19,Suo Lun,1,45.0,GEL
664,no,001152,91121AN02A,ცხაურა,Subaru,Legacy,Legacy 20-,Suo Lun,16,180.0,GEL
665,no,001153,84001SJ360,წინა ფარი (RH),Subaru,Forester,Forester 22-,Suo Lun,13,650.0,GEL
666,no,001154,84001SJ370,წინა ფარი (LH),Subaru,Forester,Forester 22-,Suo Lun,13,650.0,GEL
667,no,001157,,აირბეგის ხუფი,Volkswagen,Jetta,VW Jetta 11-18,Suo Lun,172,35.0,GEL
668,no,001158,,აირბეგის ხუფი,Volkswagen,Jetta,VW Jetta 19-,Suo Lun,199,40.0,GEL
669,no,001160,91423FL001,ლაბავოის სამკუთხედი (RH),Subaru,Crosstrek,Crosstrek 18-,Suo Lun,50,20.0,GEL
670,no,001161,84912FJ060,უკანა სტოპი (RH),Subaru,XV,XV 12-17,TYC,15,250.0,GEL
671,no,001162,84912FJ070,უკანა სტოპი (LH),Subaru,XV,XV 12-17,TYC,9,250.0,GEL
672,no,001167,84201XC00A,უკანა სტოპი (RH),Subaru,Ascent,Ascent 19-,TYC,17,430.0,GEL
673,no,001168,84201XC01A,უკანა სტოპი (LH),Subaru,Ascent,Ascent 19-,TYC,19,430.0,GEL
674,no,001177,5C6 945 094 D,ბაგაჟის უკანა სტოპი (RH),Volkswagen,Jetta,VW Jetta 15-18,TYC,20,130.0,GEL
675,no,001178,5C6 945 093 D,ბაგაჟის უკანა სტოპი (LH),Volkswagen,Jetta,VW Jetta 15-18,TYC,20,130.0,GEL
676,no,001181,84251FL10A,ბაგაჟის უკანა სტოპი (RH),Subaru,Crosstrek,Crosstrek 21-,TYC,31,170.0,GEL
677,no,001182,84251FL11A,ბაგაჟის უკანა სტოპი (LH),Subaru,Crosstrek,Crosstrek 21-,TYC,23,170.0,GEL
678,no,001197,84002AN11A,წინა ფარი (LH),Subaru,Outback,Outback 20-,TYC,3,540.0,GEL
679,no,001201,,წინა ბამპერის საბუქსირე,Subaru,Outback,Outback 18-19,TYC,14,20.0,GEL
680,no,001202,91036SJ510,სარკე (RH),Subaru,Forester,Forester 19-,TYC,4,200.0,GEL
681,no,001203,91036SJ530,სარკე გათბობით (RH),Subaru,Forester,Forester 19-,TYC,8,250.0,GEL
682,no,001204,91036SJ550,სარკე გათბობით და BSD სენსორით (RH),Subaru,Forester,Forester 19-,TYC,26,300.0,GEL
683,no,001205,91036SJ590,"სარკე გათბობით, ციმციმით და BSD სენსორით (RH)",Subaru,Forester,Forester 19-,TYC,8,400.0,GEL
684,no,001206,91036SJ570,სარკე გათბობით და ციმციმით(RH),Subaru,Forester,Forester 19-,TYC,4,320.0,GEL
685,no,001209,91036SJ540,სარკე გათბობით და BSD სენსორით (LH),Subaru,Forester,Forester 19-,TYC,19,300.0,GEL
686,no,001212,91036AN05B,"სარკე გათბობით, ციმციმით და BSD სენსორით(RH)",Subaru,Outback,Outback 20-,TYC,15,400.0,GEL
687,no,001213,91036AN04B,"სარკე გათბობით, ციმციმით და BSD სენსორით(LH)",Subaru,Outback,Outback 20-,TYC,2,400.0,GEL
688,no,001215,91036-FL834,სარკე გათბობით (RH),Subaru,Crosstrek,Crosstrek 18-,TYC,4,250.0,GEL
689,no,001216,91036-FL853,სარკე გათბობით და BSD სენსორით (RH),Subaru,Crosstrek,Crosstrek 18-,TYC,23,300.0,GEL
690,no,001217,91036-FL893,"სარკე გათბობით, ციმციმით და BSD სესნორით (RH)",Subaru,Crosstrek,Crosstrek 18-,TYC,41,400.0,GEL
691,no,001219,91036-FL824,სარკე გათბობით (LH),Subaru,Crosstrek,Crosstrek 18-,TYC,2,250.0,GEL
692,no,001220,91036-FL844,სარკე გათბობით და BSD სენსორით (LH),Subaru,Crosstrek,Crosstrek 18-,TYC,20,300.0,GEL
